Column,Notice Date,Effective Date,Received Date,Company,Company 2,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean
866,08/20/2020,10/28/2020,09/08/2020,"First Transit,",First Transit,Los Angeles,Los Angeles County,109.0,Closure Permanent,Los Angeles County,2020,closure permanent
867,08/17/2020,10/15/2020,09/08/2020,Compass Group,"Compass Group USA, Inc",Los Angeles,Los Angeles County,104.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
868,08/19/2020,10/19/2020,09/08/2020,AT&T,AT&T,El Segundo,Los Angeles County,11.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
869,08/13/2020,09/20/2020,09/08/2020,"Remo, Inc.","Remo, Inc.",Valencia,Los Angeles County,76.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
870,08/12/2020,07/22/2020,09/08/2020,"Andre-Boudin Bakeries, Inc","Andre-Boudin Bakeries, Inc.",Costa Mesa,Orange County,7.0,Closure Temporary,Orange County,2020,closure temporary
871,05/01/2020,06/01/2020,09/08/2020,"Andre-Boudin Bakeries, Inc.","Andre-Boudin Bakeries, Inc.",San Francisco,San Francisco County,3.0,Layoff Permanent,San Francisco County,2020,layoff permanent
872,05/29/2020,06/01/2020,09/08/2020,"Boudin Properties Operating, Inc. dba Boudin","Boudin Properties Operating Company, Inc.",South San Francisco,San Mateo County,1.0,Layoff Permanent,San Mateo County,2020,layoff permanent
873,08/24/2020,08/21/2020,09/08/2020,Catalyst Family Inc,Catalyst Family Inc,Madison,Yolo County,8.0,Layoff Type Unknown,Yolo County,2020,layoff type unknown
874,08/26/2020,10/25/2020,09/08/2020,Leidos,Leidos,Beale Afb,Yuba County,77.0,Layoff Permanent,Yuba County,2020,layoff permanent
875,08/28/2020,10/30/2020,09/04/2020,"Marriott Hotel Services, Inc., DBA San Ramon Marriott","Marriott Hotel Services, Inc.",San Ramon,Contra Costa County,60.0,Layoff Permanent,Contra Costa County,2020,layoff permanent
876,05/15/2020,05/22/2020,09/04/2020,adventist Health Reedley,Adventist Health Bakersfield,Reedley,Fresno County,1.0,Layoff Permanent,Fresno County,2020,layoff permanent
877,05/15/2020,05/22/2020,09/04/2020,Adventist Health Reedley,Adventist Health Bakersfield,Reedley,Fresno County,1.0,Layoff Temporary,Fresno County,2020,layoff temporary
878,06/16/2020,06/26/2020,09/04/2020,Adventist Health Reedley,Adventist Health Bakersfield,Reedley,Fresno County,6.0,Layoff Permanent,Fresno County,2020,layoff permanent
879,04/22/2020,05/05/2020,09/04/2020,Adventist Health Bakersfield,Adventist Health Bakersfield,Bakersfield,Kern County,2.0,Layoff Permanent,Kern County,2020,layoff permanent
880,04/22/2020,05/05/2020,09/04/2020,Adventist Health Bakersfield,Adventist Health Bakersfield,Bakersfield,Kern County,53.0,Layoff Temporary,Kern County,2020,layoff temporary
881,05/08/2020,05/22/2020,09/04/2020,Adventist Health Bakersfield,Adventist Health Bakersfield,Bakersfield,Kern County,15.0,Layoff Temporary,Kern County,2020,layoff temporary
882,05/08/2020,07/11/2020,09/04/2020,Adventist Health Bakersfield,Adventist Health Bakersfield,Bakersfield,Kern County,72.0,Closure Permanent,Kern County,2020,closure permanent
883,06/16/2020,06/26/2020,09/04/2020,Adventist Health Hanford,Adventist Health Bakersfield,Hanford,Kings County,9.0,Layoff Permanent,Kings County,2020,layoff permanent
884,05/15/2020,05/22/2020,09/04/2020,Adventist Health Hanford,Adventist Health Bakersfield,Hanford,Kings County,1.0,Layoff Temporary,Kings County,2020,layoff temporary
885,08/27/2020,10/30/2020,09/04/2020,"Marriott Hotel Services, Inc.,  DBA The Ritz-Carlton, Los Angeles and JW Marriott L.A. LIVE","Marriott Hotel Services, Inc.",Los Angeles,Los Angeles County,62.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
886,07/29/2020,09/28/2020,09/04/2020,Adventist Health Ukiah Valley,Adventist Health Bakersfield,Ukiah,Mendocino County,2.0,Layoff Permanent,Mendocino County,2020,layoff permanent
887,08/17/2020,10/18/2020,09/04/2020,Adventist Health Mendocino Coast,Adventist Health Bakersfield,Fort Bragg,Mendocino County,2.0,Layoff Permanent,Mendocino County,2020,layoff permanent
888,05/20/2020,07/31/2020,09/04/2020,Adventist Health Ukiah Valley,Adventist Health Bakersfield,Ukiah,Mendocino County,4.0,Closure Permanent,Mendocino County,2020,closure permanent
889,06/16/2020,06/19/2020,09/04/2020,Adventist Health St. Helena,Adventist Health Bakersfield,Saint Helena,Napa County,5.0,Layoff Permanent,Napa County,2020,layoff permanent
890,04/08/2020,06/08/2020,09/04/2020,Adventist Health St. Helena,Adventist Health Bakersfield,Saint Helena,Napa County,5.0,Layoff Permanent,Napa County,2020,layoff permanent
891,08/27/2020,10/30/2020,09/04/2020,"Marriott Hotel Services, Inc., DBA The Anaheim Marriott Hotel","Marriott Hotel Services, Inc.",Anaheim,Orange County,373.0,Layoff Permanent,Orange County,2020,layoff permanent
892,08/27/2020,10/30/2020,09/04/2020,"Marriott Hotel Services, Inc., DBA  JW Marriott Desert Springs Resort & Spa,","Marriott Hotel Services, Inc.",Palm Desert,Riverside County,187.0,Layoff Permanent,Riverside County,2020,layoff permanent
893,08/26/2020,10/27/2020,09/04/2020,"General Atomics Aeronautical Systems, Inc","General Atomics Aeronautical Systems, Inc",San Diego,San Diego County,105.0,Layoff Permanent,San Diego County,2020,layoff permanent
894,08/26/2020,10/27/2020,09/04/2020,"General Atomics Aeronautical Systems, Inc.","General Atomics Aeronautical Systems, Inc",Poway,San Diego County,224.0,Layoff Permanent,San Diego County,2020,layoff permanent
895,06/12/2020,06/26/2020,09/04/2020,Adventist Health Lodi Memorial,Adventist Health Bakersfield,Lodi,San Joaquin County,3.0,Layoff Permanent,San Joaquin County,2020,layoff permanent
896,08/28/2020,10/30/2020,09/04/2020,"Marriott International, Inc DBA Santa Clara","Marriott International, Inc.",Santa Clara,Santa Clara County,98.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
897,06/19/2020,06/19/2020,09/04/2020,Adventist Health and Rideout,Adventist Health Bakersfield,Yuba City,Sutter County,24.0,Layoff Temporary,Sutter County,2020,layoff temporary
898,05/15/2020,05/22/2020,09/04/2020,Adventist Health Tulare,Adventist Health Bakersfield,Tulare,Tulare County,2.0,Layoff Permanent,Tulare County,2020,layoff permanent
899,07/02/2020,08/24/2020,09/04/2020,"Universal City Studios, LLC dba Universal Studios Hollywood","Universal City Studios, LLC ",Universal City,Los Angeles County,144.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
900,08/10/2020,08/17/2020,09/04/2020,Orora Visual LLC,Orora Visual LLC,Los Angeles,Los Angeles County,8.0,Closure Permanent,Los Angeles County,2020,closure permanent
901,08/24/2020,11/11/2020,09/04/2020,Silgan Containers,Silgan Containers,Modesto,Stanislaus County,69.0,Layoff Temporary,Stanislaus County,2020,layoff temporary
902,04/10/2020,04/10/2020,09/04/2020,Gerber Collision & Glass,Gerber Collision & Glass,Corona,Riverside County,2.0,Layoff Temporary,Riverside County,2020,layoff temporary
903,04/10/2020,04/10/2020,09/04/2020,Gerber Collision & Glass,Gerber Collision & Glass,Corona,Riverside County,4.0,Layoff Temporary,Riverside County,2020,layoff temporary
904,04/10/2020,04/10/2020,09/04/2020,Gerber Collision & Glass,Gerber Collision & Glass,Moreno Valley,Riverside County,2.0,Layoff Temporary,Riverside County,2020,layoff temporary
905,08/21/2020,09/30/2020,09/04/2020,First Student,First Student,San Francisco,San Francisco County,227.0,Layoff Temporary,San Francisco County,2020,layoff temporary
906,04/02/2020,03/23/2020,09/03/2020,Paradies Lagardere,Paradies Lagardere ,San Francisco,San Francisco County,66.0,Layoff Temporary,San Francisco County,2020,layoff temporary
907,08/21/2020,08/21/2020,09/03/2020,Linkedin Corporation,Linkedin Corporation,Sunnyvale,Santa Clara County,29.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
908,08/21/2020,10/01/2020,09/03/2020,California Resources Corporation,California Resources Corporation,Bakersfield,Kern County,55.0,Layoff Permanent,Kern County,2020,layoff permanent
909,04/23/2020,04/11/2020,09/03/2020,"Paradies Lagardere @ LAX F&B, LLC",Paradies Lagardere ,Los Angeles,Los Angeles County,24.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
910,04/13/2020,04/03/2020,09/03/2020,"Paradies-Long Beach, LLC","Paradies-Long Beach, LLC",Long Beach,Los Angeles County,88.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
911,04/02/2020,04/03/2020,09/03/2020,"Paradies-Long Beach II, LLC","Paradies-Long Beach, LLC",Long Beach,Los Angeles County,80.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
912,03/19/2020,03/17/2020,09/03/2020,"Paradies Lagardere @ LAX F&B, LLC",Paradies Lagardere ,Los Angeles,Los Angeles County,101.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
913,04/24/2020,04/01/2020,09/03/2020,Amada America,"Amada America, Inc.",Brea,Orange County,83.0,Layoff Type Unknown,Orange County,2020,layoff type unknown
914,03/20/2020,03/20/2020,09/03/2020,"Paradies Shops, LLC","Paradies Shops, LLC",Sacramento,Sacramento County,37.0,Layoff Temporary,Sacramento County,2020,layoff temporary
915,05/08/2020,03/20/2020,09/03/2020,Old Town Trolley Tours of San Diego,Old Town Trolley Tours and San Diego Seals,San Diego,San Diego County,94.0,Layoff Temporary,San Diego County,2020,layoff temporary
916,04/29/2020,05/01/2020,09/02/2020,Marugame Udon USA LLC,Marugame Udon USA LLC,Los Angeles,Los Angeles County,35.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
917,07/09/2020,06/04/2020,09/02/2020,"Unical Aviation, Inc.","Unical Aviation, Inc.",City of Industry,Los Angeles County,1.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
918,07/09/2020,06/04/2020,09/02/2020,"Unical Aviation, Inc.","Unical Aviation, Inc.",City of Industry,Los Angeles County,3.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
919,07/09/2020,06/04/2020,09/02/2020,"Unical MRO, Inc.","Unical MRO, Inc.",San Bernardino,San Bernardino County,2.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
920,06/19/2020,06/19/2020,09/02/2020,Hotel DeAnza,Hotel DeAnza,San Jose,Santa Clara County,2.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
921,04/09/2020,04/10/2020,09/02/2020,Watsonville Community Hospital,Watsonville Community Hospital,Watsonville,Santa Cruz County,7.0,Layoff Permanent,Santa Cruz County,2020,layoff permanent
922,04/22/2020,04/24/2020,09/02/2020,Flying Food Group LLC,"Flying Food Group, LLC",Burlingame,San Mateo County,18.0,Layoff Permanent,San Mateo County,2020,layoff permanent
923,04/14/2020,04/21/2020,09/02/2020,Watsonville Community Hospital,Watsonville Community Hospital,Watsonville,Santa Cruz County,23.0,Layoff Temporary,Santa Cruz County,2020,layoff temporary
924,08/24/2020,10/11/2020,09/02/2020,Silgan Containers,Silgan Containers,Modesto,Stanislaus County,75.0,Layoff Temporary,Stanislaus County,2020,layoff temporary
925,08/24/2020,08/21/2020,09/02/2020,Catalyst Family Inc.,Catalyst Family Inc,Davis,Yolo County,12.0,Layoff Type Unknown,Yolo County,2020,layoff type unknown
926,08/24/2020,10/20/2020,09/01/2020,"FXI, INc.","FXI, INc.",San Leandro,Alameda County,64.0,Closure Permanent,Alameda County,2020,closure permanent
927,05/20/2020,05/15/2020,09/01/2020,Trophy of Carson LLC-Kia of Carson,Trophy of Carson LLC,Carson,Los Angeles County,43.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
928,05/20/2020,05/15/2020,09/01/2020,"West Covina Motor Group, LLC","West Covina Motor Group, LLC",West Covina,Los Angeles County,14.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
929,04/16/2020,03/14/2020,09/01/2020,Transform SR LLC - 02728,Transform SR LLC ,Downey,Los Angeles County,17.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
930,03/20/2020,03/19/2020,09/01/2020,"Avalon BH HM, LLC - Avalon Hotel Beverly Hills","Avalon BH HM, LLC - Avalon Hotel Beverly Hills",Beverly Hills,Los Angeles County,69.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
931,04/08/2020,04/08/2020,09/01/2020,"West Covina Motor Group, LLC dba West Covina Nissan","West Covina Motor Group, LLC",West Covina,Los Angeles County,67.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
932,06/04/2020,06/08/2020,09/01/2020,"Safran Electronics & Defense, Avionics USA, LLC","Safran Electronics & Defense, Avionics USA, LLC",Irvine,Orange County,170.0,Layoff Temporary,Orange County,2020,layoff temporary
933,03/20/2020,03/20/2020,09/01/2020,"Avalon PS HM LLC, dba Avalon Palm Springs",Avalon PS HM LLC,Palm Springs,Riverside County,72.0,Closure Temporary,Riverside County,2020,closure temporary
934,04/15/2020,01/21/2020,09/01/2020,Gate Gourmet's San Francisco International Airport Kitchen,Gate Gourmet's Kitchen,San Francisco,San Francisco County,678.0,Layoff Temporary,San Francisco County,2020,layoff temporary
935,04/23/2020,04/24/2020,09/01/2020,"Lulu's Fashion Lounge, LLC","Lulu's Fashion Lounge, LLC",Chico,Butte County,78.0,Layoff Permanent,Butte County,2020,layoff permanent
936,05/01/2020,05/01/2020,09/01/2020,Brentwood Originals,Brentwood Originals Inc,Carson,Los Angeles County,16.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
937,03/20/2020,03/21/2020,09/01/2020,Elite Car Rental Services,Elite Car Rental Services,Newport Beach,Orange County,275.0,Layoff Temporary,Orange County,2020,layoff temporary
938,08/24/2020,08/20/2020,09/01/2020,"Hornblower Cruises & Events, LLC","Hornblower Yachts, LLC",San Diego,San Diego County,65.0,Layoff Permanent,San Diego County,2020,layoff permanent
939,04/02/2020,04/02/2020,09/01/2020,InterContinental San Francisco,"InterContinental Hotels Group Resources, LLC (IHG)",San Francisco,San Francisco County,294.0,Layoff Type Unknown,San Francisco County,2020,layoff type unknown
940,03/20/2020,03/22/2020,09/01/2020,Go Rentals,Go Rentals,San Jose,Santa Clara County,5.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
941,04/20/2020,04/20/2020,08/31/2020,Mercury Air Cargo,Mercury Air Cargo,Los Angeles,Los Angeles County,256.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
942,06/15/2020,07/31/2020,08/31/2020,Safran Seats,Safran Seats,Santa Maria,Santa Barbara County,103.0,Closure Permanent,Santa Barbara County,2020,closure permanent
943,08/24/2020,09/30/2020,08/31/2020,Viad Corp,Viad Corp,Chula Vista,San Diego County,34.0,Layoff Type Unknown,San Diego County,2020,layoff type unknown
944,08/20/2020,08/20/2020,08/31/2020,"Hornblower Cable Cars, Inc","Hornblower Yachts, LLC",San Francisco,San Francisco County,41.0,Layoff Permanent,San Francisco County,2020,layoff permanent
945,08/20/2020,08/20/2020,08/31/2020,Hornblower Cruises & Events LLC,"Hornblower Yachts, LLC",San Francisco,San Francisco County,139.0,Layoff Permanent,San Francisco County,2020,layoff permanent
946,04/13/2020,04/15/2020,08/31/2020,"Kendal Floral Supply, LLC","Kendal Floral Supply, LLC",Gilroy,Santa Clara County,68.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
947,04/27/2020,06/01/2020,08/31/2020,Silver Star Auto Group,Silver Star Auto Group,Thousand Oaks,Ventura County,228.0,Layoff Permanent,Ventura County,2020,layoff permanent
948,04/16/2020,03/14/2020,08/28/2020,Transform SR LLC - 06721,Transform SR LLC ,Torrance,Los Angeles County,24.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
949,04/03/2020,04/05/2020,08/28/2020,Madame Tussads Hollywood LLC,Madame Tussads,Los Angeles,Los Angeles County,62.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
950,07/02/2020,07/10/2020,08/28/2020,Blackstone Gaming LLC operations at Crystal Casino,Blackstone Gaming ,Compton,Los Angeles County,86.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
951,07/02/2020,07/10/2020,08/28/2020,Blackstone Gaming operations at Hustler Casino,Blackstone Gaming ,Gardena,Los Angeles County,93.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
952,06/26/2020,07/06/2020,08/28/2020,"Safran Electronics & Defense, Avionics USA, LLC","Safran Electronics & Defense, Avionics USA, LLC",Costa Mesa,Orange County,43.0,Layoff Temporary,Orange County,2020,layoff temporary
953,04/16/2020,03/14/2020,08/28/2020,Transform SR LLC - 06178,Transform SR LLC ,Sacramento,Sacramento County,5.0,Layoff Temporary,Sacramento County,2020,layoff temporary
954,07/02/2020,07/10/2020,08/28/2020,Blackstone Gaming LLC operations at Ocean's Eleven Casino,Blackstone Gaming ,Oceanside,San Diego County,30.0,Layoff Temporary,San Diego County,2020,layoff temporary
955,04/03/2020,04/05/2020,08/28/2020,Madame Tussauds San Francisco LLC,Madame Tussads,San Francisco,San Francisco County,34.0,Layoff Temporary,San Francisco County,2020,layoff temporary
956,04/16/2020,03/14/2020,08/28/2020,Transform SR LLC - 06791,Transform SR LLC ,Stockton,San Joaquin County,10.0,Layoff Temporary,San Joaquin County,2020,layoff temporary
957,04/21/2020,04/23/2020,08/27/2020,Hexcel,Hexcel,Dublin,Alameda County,25.0,Layoff Permanent,Alameda County,2020,layoff permanent
958,08/25/2020,10/30/2020,08/27/2020,salesforcecom inc,salesforcecom inc,San Francisco,San Francisco County,165.0,Layoff Permanent,San Francisco County,2020,layoff permanent
959,08/26/2020,09/09/2020,08/27/2020,Pac-12 Enterprises d/b/a Pac-12 Networks,Pac-12 Enterprises d/b/a Pac-12 Networks,San Francisco,San Francisco County,95.0,Layoff Permanent,San Francisco County,2020,layoff permanent
960,10/12/2020,04/06/2020,08/27/2020,Center Theatre Group,Center Theatre Group,Los Angeles,Los Angeles County,311.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
961,08/25/2020,10/26/2020,08/27/2020,"Garden Grove, LLC dba Garden Grove Hospital medical Center","Garden Grove Automotive, Inc.",Garden Grove,Orange County,64.0,Layoff Permanent,Orange County,2020,layoff permanent
962,04/06/2020,03/17/2020,08/27/2020,"Waldorf Astoria Employer LLC, dba Waldorf Astoria Beverly Hills",Waldorf Astoria ,Beverly Hills,Los Angeles County,388.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
