Column,Notice Date,Effective Date,Received Date,Company,Company 2,City,County,Employees,Layoff/Closure,Year
766,07/27/2020,06/30/2020,08/20/2020,Sheraton Cerritos at Towne Center,Sheraton Hotel,Cerritos,Los Angeles County,62.0,layoff permanent,2020
767,07/28/2020,07/31/2020,08/20/2020,Larry Flynt's Hustler Casino,Larry Flynt's Hustler Casino,Gardena,Los Angeles County,608.0,layoff permanent,2020
768,08/07/2020,08/07/2020,08/20/2020,Mariott Laguna Cliffs Resort,Mariott Resorts Hospitality Corporation,Dana Point,Orange County,16.0,layoff permanent,2020
769,06/04/2020,06/04/2020,08/20/2020,"Unical MRO, Inc.","Unical MRO, Inc.",San Bernardino,San Bernardino County,31.0,layoff permanent,2020
770,08/10/2020,08/13/2020,08/20/2020,PH Automotive Holding Corporation-Pacific Honda,PH Automotive Holding Corp,San Diego,San Diego County,1.0,layoff permanent,2020
771,08/10/2020,08/13/2020,08/20/2020,Sunroad Auto LLC-Kearny Mesa Ford & Kia,Sunroad Auto,San Diego,San Diego County,7.0,layoff permanent,2020
772,08/10/2020,08/13/2020,08/20/2020,Sunroad BCV Auto Inc.-BMW of El Cajon,Sunroad Auto,El Cajon,San Diego County,2.0,layoff permanent,2020
773,08/10/2020,08/13/2020,08/20/2020,"Sunroad KM Chevrolet, LLC-Kearny Mesa Chevrolet",Sunroad Auto,San Diego,San Diego County,1.0,layoff permanent,2020
774,08/13/2020,08/02/2020,08/20/2020,Gap Inc,"Gap, Inc.",San Francisco,San Francisco County,79.0,layoff type unknown,2020
775,07/28/2020,08/21/2020,08/20/2020,"Veritas Technologies, LLC.","Veritas Technologies, LLC",Santa Clara,Santa Clara County,74.0,layoff permanent,2020
776,07/27/2020,07/27/2020,08/20/2020,"Compass Group USA, Inc. dba Chartwells at San Jose State University","Compass Group USA, Inc",San Jose,Santa Clara County,56.0,layoff permanent,2020
777,07/29/2020,03/20/2020,08/20/2020,DoubleTree by Hilton Sonoma Wine Country,Doubletree Hotels,Rohnert Park,Sonoma County,49.0,layoff temporary,2020
778,07/27/2020,08/13/2020,08/20/2020,"Sodexo, Inc",Sodexo,San Francisco,San Francisco County,23.0,layoff permanent,2020
779,08/10/2020,08/10/2020,08/20/2020,Hilton Hotel Employer LLC,Hilton,San Jose,Santa Clara County,126.0,layoff temporary,2020
780,08/12/2020,03/20/2020,08/20/2020,Embassy Suites Employer,Embassy Suites,Sacramento,Sacramento County,46.0,layoff temporary,2020
781,08/10/2020,10/10/2020,08/20/2020,"Prompt Delivery, Inc., dba Southern California Messengers","Prompt Delivery, Inc., dba Southern California Messengers",Carlsbad,San Diego County,45.0,closure permanent,2020
782,08/10/2020,10/10/2020,08/20/2020,"Prompt Delivery, Inc., dba Southern California Messengers","Prompt Delivery, Inc., dba Southern California Messengers",National City,San Diego County,71.0,closure permanent,2020
783,08/10/2020,10/10/2020,08/20/2020,"Prompt Delivery, Inc., dba Southern California Messengers","Prompt Delivery, Inc., dba Southern California Messengers",San Diego,San Diego County,65.0,closure permanent,2020
784,07/20/2020,07/15/2020,08/19/2020,Blackhawk Country Club-Dnvll,Blackhawk Country Club,Danville,Contra Costa County,58.0,layoff temporary,2020
785,08/13/2020,09/30/2020,08/19/2020,GEO Secure Services dba McFarland Female Reentry Facility,GEO Secure Services,Mc Farland,Kern County,97.0,layoff permanent,2020
786,04/23/2020,04/23/2020,08/19/2020,"Unical Aviation, Inc.","Unical Aviation, Inc.",City of Industry,Los Angeles County,11.0,layoff temporary,2020
787,07/31/2020,03/16/2020,08/19/2020,Double Tree by Hilton Hotel & Spa Napa Valley-American Canyon,Doubletree Hotels,American Canyon,Napa County,71.0,layoff temporary,2020
788,03/20/2020,03/21/2020,08/19/2020,Meadowood Napa Valley,Meadowood Napa Valley,Saint Helena,Napa County,265.0,layoff temporary,2020
789,04/21/2020,04/09/2020,08/19/2020,Hardin Honda,Hardin Automotive,Anaheim,Orange County,20.0,layoff permanent,2020
790,08/14/2020,08/14/2020,08/19/2020,"California Dinner Entertainment, LLC dba Pirates Dinner Adventure","California Dinner Entertainment, LLC dba Pirates Dinner Adventure",Buena Park,Orange County,230.0,layoff permanent,2020
791,07/27/2020,07/31/2020,08/19/2020,Marriott Fullerton at California State,Mariott Resorts Hospitality Corporation,Fullerton,Orange County,10.0,layoff permanent,2020
792,07/20/2020,07/31/2020,08/19/2020,"Safran Electronics & Defense Avionics USA, LLC","Safran Electronics & Defense, Avionics USA, LLC",Costa Mesa,Orange County,132.0,layoff temporary,2020
793,07/31/2020,08/01/2020,08/19/2020,"Blue Bottle Coffee, Inc.","Blue Bottle Coffee, Inc.",San Mateo,San Mateo County,5.0,layoff temporary,2020
794,08/13/2020,08/31/2020,08/19/2020,Aramark,Aramark,San Bruno,San Mateo County,63.0,layoff permanent,2020
795,08/10/2020,08/10/2020,08/19/2020,Golden Valley Health Centers,Golden Valley Health Center,Modesto,Stanislaus County,1.0,layoff permanent,2020
796,07/16/2020,03/17/2020,08/19/2020,Paradies-Long Beach LLC,"Paradies-Long Beach, LLC",Long Beach,Los Angeles County,18.0,layoff temporary,2020
797,07/24/2020,10/01/2020,08/19/2020,"Flying Food Group, LLC","Flying Food Group, LLC",South San Francisco,San Mateo County,145.0,layoff permanent,2020
798,07/30/2020,09/28/2020,08/19/2020,"Compass Group USA Inc., dba Chartwell's at CSU Stanislaus","Compass Group USA, Inc",Turlock,Stanislaus County,74.0,layoff permanent,2020
799,06/26/2020,08/28/2020,08/19/2020,ViacomCBS Inc,ViacomCBS Inc.,Studio City,Los Angeles County,12.0,layoff permanent,2020
800,05/01/2020,03/27/2020,08/19/2020,ViacomCBS Inc.,ViacomCBS Inc.,Studio City,Los Angeles County,34.0,layoff temporary,2020
801,05/04/2020,04/24/2020,08/19/2020,ViacomCBS Inc.,ViacomCBS Inc.,Los Angeles,Los Angeles County,55.0,layoff temporary,2020
802,08/05/2020,03/20/2020,08/19/2020,DoubleTree by Hilton Los Angeles-Rosemead,Doubletree Hotels,Rosemead,Los Angeles County,84.0,layoff temporary,2020
803,07/31/2020,10/02/2020,08/19/2020,Boeing,Boeing,Seal Beach,Orange County,107.0,layoff permanent,2020
804,06/09/2020,06/09/2020,08/19/2020,Del Grande Dealer Group,Del Grande Dealer Group,San Jose,Santa Clara County,250.0,layoff type unknown,2020
805,05/12/2020,03/23/2020,08/19/2020,Enterprise Rent-A-Car,Enterprise Rent-A-Car,Camarillo,Ventura County,45.0,layoff temporary,2020
806,07/23/2020,07/23/2020,08/18/2020,24 Hour Fitness USA Inc.,24 Hour Fitness USA Inc.,San Ramon,Contra Costa County,53.0,layoff temporary,2020
807,05/15/2020,05/15/2020,08/18/2020,"Irvine Management Company, dba Irvine Company",Irvine Management Company,Irvine,Orange County,1681.0,layoff permanent,2020
808,06/24/2020,08/01/2020,08/18/2020,Big Bear Mountain Resort,Big Bear Mountain Resort,Big Bear Lake,San Bernardino County,1.0,layoff permanent,2020
809,08/10/2020,07/13/2020,08/18/2020,YMCA of Metropolitan Los Angeles,YMCA,Fawnskin,San Bernardino County,43.0,layoff temporary,2020
810,07/23/2020,07/23/2020,08/18/2020,"24 HOUR FITNESS, USA, INC.",24 Hour Fitness USA Inc.,Carlsbad,San Diego County,39.0,layoff temporary,2020
811,08/10/2020,07/31/2020,08/18/2020,Stones South Bay Corp. dba Seven Mile Casino,Stones South Bay Corp. dba Seven Mile Casino,Chula Vista,San Diego County,58.0,layoff temporary,2020
812,07/16/2020,03/18/2020,08/18/2020,"Paradies-Los Angeles II, LLC","Paradies, LLC",Los Angeles,Los Angeles County,108.0,layoff temporary,2020
813,07/31/2020,07/31/2020,08/18/2020,Hollywood Park Casino Company,Hollywood Park Casino Company,Inglewood,Los Angeles County,199.0,layoff temporary,2020
814,08/10/2020,10/12/2020,08/18/2020,Southern California Edison Company - San Onofre Nuclear Generating Station,Southern California Edison Company - San Onofre Nuclear Generating Station,San Clemente,Orange County,83.0,closure permanent,2020
815,07/16/2020,03/18/2020,08/18/2020,Paradies Shops LLC,"Paradies Shops, LLC",Sacramento,Sacramento County,40.0,layoff temporary,2020
816,08/10/2020,07/01/2020,08/18/2020,"Knighted Ventures, LLC","Knighted Ventures, LLC",Sacramento,Sacramento County,57.0,closure temporary,2020
817,04/01/2020,03/20/2020,08/18/2020,The Niello Company,The Niello Company,Sacramento,Sacramento County,139.0,layoff temporary,2020
818,04/06/2020,04/04/2020,08/17/2020,Heavenly Ski Resort,Heavenly Ski Resort,South Lake Tahoe,El Dorado County,138.0,layoff temporary,2020
819,08/07/2020,07/01/2020,08/17/2020,"MoMo West, LLC","MoMo West, LLC",Arcadia,Los Angeles County,45.0,layoff temporary,2020
820,08/07/2020,07/01/2020,08/17/2020,"MoMo West, LLC","MoMo West, LLC",Rowland Heights,Los Angeles County,31.0,layoff temporary,2020
821,08/07/2020,07/01/2020,08/17/2020,"MoMo West, LLC","MoMo West, LLC",Torrance,Los Angeles County,35.0,layoff temporary,2020
822,08/11/2020,08/11/2020,08/17/2020,HopSkipDrive,HopSkipDrive,Los Angeles,Los Angeles County,41.0,layoff permanent,2020
823,07/30/2020,08/01/2020,08/17/2020,"Creative Artists Agency, LLC","Creative Artists Agency, LLC",Los Angeles,Los Angeles County,170.0,layoff temporary,2020
824,07/30/2020,08/03/2020,08/17/2020,"Creative Artists Agency, LLC","Creative Artists Agency, LLC",Los Angeles,Los Angeles County,49.0,layoff permanent,2020
825,07/31/2020,03/16/2020,08/17/2020,"Double Tree by Hilton Hotel & Spa, Napa Valley-American Canyon",Doubletree Hotels,American Canyon,Napa County,71.0,layoff temporary,2020
826,07/28/2020,10/15/2020,08/17/2020,Marvell Semiconductor Inc.,"Marvell Semiconductor, Inc.",Irvine,Orange County,14.0,layoff permanent,2020
827,08/10/2020,08/21/2020,08/17/2020,"CDS Staffing, LLC","CDS Staffing, LLC",National City,San Diego County,159.0,layoff permanent,2020
828,08/07/2020,10/10/2020,08/17/2020,Stratasys,Stratasys,Poway,San Diego County,72.0,layoff temporary,2020
829,08/11/2020,10/14/2020,08/17/2020,"VMware, Inc.","VMware, Inc.",Palo Alto,Santa Clara County,148.0,layoff permanent,2020
830,08/10/2020,08/16/2020,08/17/2020,"Scarborough Farms, Inc.","Scarborough Farms, Inc.",Oxnard,Ventura County,101.0,closure permanent,2020
831,08/07/2020,10/07/2020,08/17/2020,Raley's,Raley's,West Sacramento,Yolo County,5.0,layoff temporary,2020
832,04/16/2020,04/13/2020,08/17/2020,See's Candies' Inc.,"See's Candies, Inc.",Los Angeles,Los Angeles County,248.0,layoff temporary,2020
833,04/08/2020,04/08/2020,08/17/2020,Alamo Rent A Car & National Car Rental,Alamo Rent A Car & National Car Rental,Anaheim,Orange County,11.0,layoff temporary,2020
834,08/12/2020,07/29/2020,08/17/2020,Bon Apetite,Bon Appetit,San Francisco,San Francisco County,1356.0,layoff type unknown,2020
835,04/16/2020,04/13/2020,08/17/2020,"See's Candies, Inc.","See's Candies, Inc.",South San Francisco,San Mateo County,391.0,layoff temporary,2020
836,07/15/2020,07/15/2020,08/17/2020,Golden Valley Health Centers,Golden Valley Health Center,Ceres,Stanislaus County,1.0,layoff permanent,2020
837,04/17/2020,06/29/2020,08/17/2020,"L.A. Specialty Produce Company, dba Vesta Foodservice","L.A. Specialty Produce Company, dba Vesta Foodservice",Santa Fe Springs,Los Angeles County,417.0,layoff type unknown,2020
838,03/20/2020,03/20/2020,08/17/2020,Concorde Battery,Concorde Battery,West Covina,Los Angeles County,117.0,layoff temporary,2020
839,08/10/2020,08/17/2020,08/17/2020,Orora Visual LLC,Orora Visual LLC,Los Angeles,Los Angeles County,29.0,closure permanent,2020
840,03/18/2020,07/13/2020,08/17/2020,VStyles Inc.,VStyles Inc.,San Bernardino,San Bernardino County,81.0,layoff temporary,2020
841,07/22/2020,08/31/2020,08/17/2020,"Paradies-SFO, LLC","Paradies-SFO, LLC",San Francisco,San Francisco County,10.0,layoff permanent,2020
842,07/30/2020,09/28/2020,08/14/2020,"Compass Group USA, Inc. d/b/a Chartwells","Compass Group USA, Inc",Hayward,Alameda County,187.0,layoff permanent,2020
843,07/24/2020,07/24/2020,08/14/2020,SeaWorld San Diego,SeaWorld San Diego,San Diego,San Diego County,42.0,layoff temporary,2020
844,07/02/2020,07/06/2020,08/14/2020,Versaform Corp. dba LMI Aerospace,Versaform Corp. dba LMI Aerospace,Vista,San Diego County,121.0,layoff temporary,2020
845,04/22/2020,04/01/2020,08/14/2020,Garden Communities Family of Properties,Garden Communities Family of Properties,San Diego,San Diego County,50.0,layoff temporary,2020
846,07/08/2020,09/17/2020,08/14/2020,"Graphic Packaging International, LLC","Graphic Packaging International, LLC",Los Angeles,Los Angeles County,64.0,closure permanent,2020
847,07/30/2020,10/01/2020,08/14/2020,Envoy,Envoy,San Diego,San Diego County,92.0,layoff temporary,2020
848,03/26/2020,03/23/2020,08/14/2020,DAA Draexlmaier Automotive of America LLC,DAA Draexlmaier Automotive of America LLC,Livermore,Alameda County,140.0,layoff temporary,2020
849,03/19/2020,03/19/2020,08/14/2020,Catch Of LA Operating Company LLC,Catch Of LA Operating Company LLC,West Hollywood,Los Angeles County,303.0,layoff temporary,2020
850,07/14/2020,07/16/2020,08/14/2020,Evolution Hospitality dba Marriott San Mateo San Francisco Airport,Evolution Hospitality,San Mateo,San Mateo County,112.0,layoff temporary,2020
851,07/24/2020,07/14/2020,08/14/2020,"U Gym, LLC","U Gym, LLC",Sunnyvale,Santa Clara County,7.0,layoff temporary,2020
852,08/05/2020,03/26/2020,08/14/2020,All Grace GCCA LLC,All Grace GCCA LLC,Newbury Park,Ventura County,9.0,layoff temporary,2020
853,07/24/2020,03/16/2020,08/13/2020,Canteen Vending Svcs dba O'sullivan Vending Svcs,Canteen Vending,Fremont,Alameda County,115.0,layoff permanent,2020
854,04/06/2020,04/07/2020,08/13/2020,"TA Operating LLC, dba Black Bear Diner",TA Operating LLC,Arvin,Kern County,49.0,closure temporary,2020
855,07/22/2020,07/24/2020,08/13/2020,SBI,SBI,El Cajon,San Diego County,67.0,closure temporary,2020
856,07/22/2020,08/14/2020,08/13/2020,SBI,SBI,El Cajon,San Diego County,3.0,closure temporary,2020
857,07/28/2020,10/15/2020,08/13/2020,"Marvell Semiconductor, Inc.","Marvell Semiconductor, Inc.",Santa Clara,Santa Clara County,52.0,layoff permanent,2020
858,07/24/2020,06/11/2020,08/13/2020,Canteen Vending Svc,Canteen Vending,Hayward,Alameda County,82.0,layoff permanent,2020
859,06/17/2020,03/13/2020,08/13/2020,"Eliza Tour, LLC","ELIZA TOUR, LLC",Los Angeles,Los Angeles County,51.0,closure temporary,2020
860,06/26/2020,06/26/2020,08/13/2020,"Parking Company of America, LLC","Parking Company of America, LLC",Anaheim,Orange County,1.0,layoff permanent,2020
861,07/24/2020,09/28/2020,08/12/2020,North Bakersfield Toyota,North Bakersfield Toyota,Bakersfield,Kern County,92.0,closure permanent,2020
862,05/20/2020,05/14/2020,08/12/2020,First Motor Group of Encino LLC Mercedes-Benz of Encino,First Motor Group,Encino,Los Angeles County,22.0,layoff permanent,2020
863,05/20/2020,05/14/2020,08/12/2020,Second Motor Group of Valencia LLC,Second Motor Group of Valencia LLC,Valencia,Los Angeles County,20.0,layoff permanent,2020
864,05/20/2020,05/15/2020,08/12/2020,Trophy Universal City Group LLC,"Trophy Universal City Group, LLC",Los Angeles,Los Angeles County,39.0,layoff permanent,2020
865,05/26/2020,05/15/2020,08/12/2020,First Motor Group of Los Angeles LLC Kia Downtown Los Angeles,First Motor Group,Los Angeles,Los Angeles County,26.0,layoff permanent,2020
866,05/08/2020,04/14/2020,08/12/2020,First Motor Group of Encino LLC Mercedes-Benz of Encino,First Motor Group,Encino,Los Angeles County,72.0,layoff temporary,2020
867,04/08/2020,04/08/2020,08/12/2020,Second Motor Group of Valencia LLC,Second Motor Group of Valencia LLC,Valencia,Los Angeles County,59.0,layoff temporary,2020
868,07/27/2020,07/27/2020,08/12/2020,The Langham Huntigton Pasadena,The Langham Huntigton Pasadena,Pasadena,Los Angeles County,138.0,layoff permanent,2020
869,08/05/2020,08/10/2020,08/12/2020,"MPS Anzon, LLC dba Orchid Arcadia, Orchid Anzon","MPS Anzon, LLC dba Orchid Arcadia, Orchid Anzon",Arcadia,Los Angeles County,51.0,layoff permanent,2020
870,03/31/2020,03/31/2020,08/12/2020,"SAS Restaurant Ventures, Inc. dba Denny's","SAS Restaurant Ventures, Inc.",Foothill Ranch,Orange County,31.0,closure temporary,2020
871,08/06/2020,08/31/2020,08/12/2020,Raincross Hospitality Corp,Raincross Hospitality Corp,Riverside,Riverside County,73.0,closure permanent,2020
872,08/06/2020,08/06/2020,08/12/2020,"Flagship Facility Services, Inc.","Flagship Facility Services, Inc.",San Francisco,San Francisco County,71.0,layoff permanent,2020
873,08/05/2020,10/01/2020,08/12/2020,"Sky Chefs, Inc",Sky Chefs Inc.,San Jose,Santa Clara County,93.0,layoff permanent,2020
874,04/20/2020,03/23/2020,08/12/2020,Enterprise Holdings,Enterprise Holdings,San Jose,Santa Clara County,18.0,layoff temporary,2020
875,04/20/2020,03/23/2020,08/12/2020,Enterprise Holdings,Enterprise Holdings,Santa Clara,Santa Clara County,18.0,layoff temporary,2020
876,07/27/2020,07/28/2020,08/12/2020,"Maybourne Beverly Hills Operator, LLC","Maybourne Beverly Hills Operator, LLC",Beverly Hills,Los Angeles County,348.0,layoff temporary,2020
877,08/06/2020,08/03/2020,08/12/2020,HLT Conrad Domestic Employer LLC,HLT Conrad Domestic Employer LLC,San Francisco,San Francisco County,330.0,layoff temporary,2020
878,07/27/2020,06/30/2020,08/12/2020,Hyatt Place San Jose/Downtown,Hyatt Place San Jose Downtown,San Jose,Santa Clara County,5.0,layoff permanent,2020
879,08/04/2020,10/03/2020,08/11/2020,"California Cartage Transportation, LLC","California Cartage Transportation, LLC",Boron,Kern County,12.0,closure permanent,2020
880,04/23/2020,05/01/2020,08/11/2020,"C.R. Laurence Co., Inc.","C.R. Laurence Co., Inc.",Los Angeles,Los Angeles County,112.0,layoff temporary,2020
881,07/27/2020,06/30/2020,08/11/2020,Sheraton Cerritos At Towne Center,Sheraton Hotel,Cerritos,Los Angeles County,62.0,layoff permanent,2020
882,07/24/2020,09/30/2020,08/11/2020,"P.F. Chang's China Bistro, Inc.","P.F. Chang's China Bistro, Inc.",Monterey,Monterey County,62.0,closure permanent,2020
883,08/05/2020,09/27/2020,08/11/2020,Transform SR LLC,Transform SR LLC,Salinas,Monterey County,7.0,closure permanent,2020
884,08/05/2020,09/27/2020,08/11/2020,Transform SR LLC - 01688,Transform SR LLC,Salinas,Monterey County,55.0,closure permanent,2020
885,03/30/2020,03/23/2020,08/11/2020,"Adir International, LLC dba Curacao","Adir International, LLC dba Curacao",Anaheim,Orange County,26.0,layoff temporary,2020
886,03/30/2020,03/23/2020,08/11/2020,"Adir International, LLC dba Curacao","Adir International, LLC dba Curacao",Fountain Valley,Orange County,31.0,layoff temporary,2020
887,03/31/2020,03/31/2020,08/11/2020,"SAS Restaurant Ventures, Inc. dba Denny&rsquo;s","SAS Restaurant Ventures, Inc.",Mira Loma,Riverside County,112.0,layoff temporary,2020
888,04/30/2020,05/01/2020,08/11/2020,Southern Glazer's Wine and Spirits,"Southern Glazer's Wine and Spirits, LLC",Union City,Alameda County,3.0,layoff temporary,2020
889,04/23/2020,05/01/2020,08/11/2020,"Southern Glazers Wine and Spirits, LLC","Southern Glazer's Wine and Spirits, LLC",Sacramento,Sacramento County,30.0,layoff temporary,2020
