,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig
1035,06/12/2020,06/12/2020,09/29/2020,Hilton San Francisco Airport Bayfront,Burlingame,San Mateo County,119.0,Layoff Permanent,San Mateo County
1036,06/24/2020,06/30/2020,09/29/2020,BYTON North America Corporation,Santa Clara,Santa Clara County,268.0,Layoff Permanent,Santa Clara County
1037,09/25/2020,11/24/2020,09/29/2020,"Compass Group USA, Inc dba Chartwells",San Jose,Santa Clara County,176.0,Layoff Permanent,Santa Clara County
1038,09/18/2020,11/18/2020,09/29/2020,USS Posco Industries,Pittsburg,Contra Costa County,216.0,Layoff Temporary,Contra Costa County
1039,04/16/2020,03/25/2020,09/29/2020,"deluxe Entertainment Services, Inc.",Burbank,Los Angeles County,57.0,Layoff Temporary,Los Angeles County
1040,06/26/2020,07/31/2020,09/29/2020,Deluxe Entertainment Services,Burbank,Los Angeles County,18.0,Layoff Permanent,Los Angeles County
1041,06/11/2020,03/31/2020,09/29/2020,HILTON PASADENA,Pasadena,Los Angeles County,140.0,Layoff Temporary,Los Angeles County
1042,06/09/2020,06/12/2020,09/29/2020,Hilton Santa Clara,Santa Clara,Santa Clara County,77.0,Closure Permanent,Santa Clara County
1043,08/26/2020,08/24/2020,09/29/2020,Golden Valley Health Centers,Ceres,Stanislaus County,3.0,Layoff Permanent,Stanislaus County
1044,09/29/2020,12/04/2020,09/30/2020,Adient US LLC (also known as Futuris Automotive (US) Inc.,Newark,Alameda County,167.0,Closure Permanent,Alameda County
1045,05/15/2020,05/18/2020,09/30/2020,Blackhawk Country Club,Danville,Contra Costa County,5.0,Layoff Temporary,Contra Costa County
1046,06/26/2020,06/14/2020,09/30/2020,Deluxe Entertainment Services Inc.,Burbank,Los Angeles County,10.0,Layoff Temporary,Los Angeles County
1047,06/26/2020,07/31/2020,09/30/2020,Deluxe Entertainment,Burbank,Los Angeles County,19.0,Layoff Permanent,Los Angeles County
1048,06/24/2020,08/01/2020,09/30/2020,Levy Premium Foodservice,San Diego,San Diego County,5.0,Layoff Permanent,San Diego County
1049,11/22/2019,01/21/2020,09/30/2020,"WeWork Companies, Inc.",San Francisco,San Francisco County,326.0,Layoff Permanent,San Francisco County
1050,03/30/2020,03/31/2020,09/30/2020,Aloft El Segundo Los Angeles Airport,El Segundo,Los Angeles County,44.0,Layoff Temporary,Los Angeles County
1051,03/30/2020,03/31/2020,09/30/2020,Fairfield Inn & Suites Los Angeles LAX El Segundo,El Segundo,Los Angeles County,71.0,Layoff Temporary,Los Angeles County
1052,09/17/2020,11/15/2020,09/30/2020,"Paradigm Talent Agency,",Beverly Hills,Los Angeles County,79.0,Layoff Permanent,Los Angeles County
1053,09/29/2020,11/30/2020,09/30/2020,"InterContinental Hotels Group Resources, LLC serving at Staybridge Suites Torrance",Torrance,Los Angeles County,23.0,Layoff Permanent,Los Angeles County
1054,06/24/2020,07/03/2020,09/30/2020,Honeywell,Torrance,Los Angeles County,67.0,Layoff Permanent,Los Angeles County
1055,06/23/2020,07/01/2020,09/30/2020,Entercom,Los Angeles,Los Angeles County,5.0,Layoff Permanent,Los Angeles County
1056,09/30/2020,11/30/2020,09/30/2020,"InterContinental Hotels Group Resources, LLC DBA Candlewood Suites",Santa Ana,Orange County,16.0,Layoff Permanent,Orange County
1057,09/29/2020,11/30/2020,09/30/2020,"InterContinental Hotels Group Resources, LLC serving at Staybridge Suites San Diego-Rancho B",San Diego,San Diego County,23.0,Layoff Permanent,San Diego County
1058,08/25/2020,08/27/2020,09/30/2020,Doubletree Hotels San Francisco-Airport,Burlingame,San Mateo County,17.0,Layoff Permanent,San Mateo County
1059,09/29/2020,11/12/2020,09/30/2020,CALIFORNIA LUTHERAN UNIVERSITY,Thousand Oaks,Ventura County,17.0,Layoff Permanent,Ventura County
1060,09/21/2020,09/21/2020,09/30/2020,California Lutheran University,Thousand Oaks,Ventura County,1.0,Closure Temporary,Ventura County
1061,03/17/2020,03/18/2020,10/01/2020,Transportation Charter Services,Orange,Orange County,95.0,Layoff Permanent,Orange County
1062,06/19/2020,06/19/2020,10/01/2020,Hyatt Corporation dba Hyatt Regency Orange County,Garden Grove,Orange County,237.0,Layoff Permanent,Orange County
1063,07/02/2020,07/03/2020,10/01/2020,"Alumni Partners, LLC",San Clemente,Orange County,78.0,Layoff Permanent,Orange County
1064,06/24/2020,06/19/2020,10/01/2020,Hyatt Corporation dba Park Hyatt Aviara Resort Golf Club and Spa,Carlsbad,San Diego County,1.0,Layoff Permanent,San Diego County
1065,03/23/2020,03/17/2020,10/01/2020,YogaWorks,San Francisco,San Francisco County,230.0,Closure Permanent,San Francisco County
1066,06/24/2020,06/19/2020,10/01/2020,Hyatt Corporation dba Hyatt Regency San Francisco,San Francisco,San Francisco County,23.0,Layoff Permanent,San Francisco County
1067,05/29/2020,05/29/2020,10/01/2020,Sky Chefs Inc.,Los Angeles,Los Angeles County,221.0,Layoff Permanent,Los Angeles County
1068,09/29/2020,11/30/2020,10/01/2020,IHG (Intercontinental Hotels Group) Management serving at Crowne Plaza Hotel LAX,Los Angeles,Los Angeles County,125.0,Layoff Permanent,Los Angeles County
1069,09/30/2020,11/30/2020,10/01/2020,"InterContinental Hotels Group Resources, LLC serving at Staybridge Suites SFO",San Bruno,San Mateo County,36.0,Layoff Permanent,San Mateo County
1070,06/22/2020,08/14/2020,10/02/2020,Blackhawk Country Club,Danville,Contra Costa County,31.0,Layoff Permanent,Contra Costa County
1071,09/30/2020,09/30/2020,10/02/2020,"Coldwater, LLC",North Hollywood,Los Angeles County,142.0,Layoff Temporary,Los Angeles County
1072,08/28/2020,08/28/2020,10/02/2020,Hyatt Corporation dba Hyatt Regency Long Beach,Long Beach,Los Angeles County,32.0,Layoff Permanent,Los Angeles County
1073,06/26/2020,06/27/2020,10/02/2020,Hyatt Corporation dba Carmel Valley Ranch,Carmel,Monterey County,76.0,Layoff Permanent,Monterey County
1074,08/28/2020,08/28/2020,10/02/2020,Hyatt Corporation dba Carmel Valley Ranch,Carmel,Monterey County,47.0,Layoff Permanent,Monterey County
1075,08/14/2020,08/14/2020,10/02/2020,Hyatt Regency Orange County,Garden Grove,Orange County,2.0,Layoff Permanent,Orange County
1076,07/07/2020,07/03/2020,10/02/2020,Hyatt Corporation dba Hyatt Regency Orange County,Garden Grove,Orange County,52.0,Layoff Permanent,Orange County
1077,06/30/2020,06/30/2020,10/02/2020,Hoag Memorial Hospital Presbyterian,Newport Beach,Orange County,218.0,Layoff Temporary,Orange County
1078,09/29/2020,12/04/2020,10/02/2020,"Walt Disney Travel Co., Inc.",Anaheim,Orange County,74.0,Layoff Permanent,Orange County
1079,09/29/2020,12/04/2020,10/02/2020,"Disney Destinations, LLC",Anaheim,Orange County,95.0,Layoff Permanent,Orange County
1080,09/29/2020,12/04/2020,10/02/2020,Disney Entertainment Productions,Anaheim,Orange County,128.0,Layoff Permanent,Orange County
1081,09/29/2020,12/04/2020,10/02/2020,Disney Entertainment Productions,Orange,Orange County,1.0,Layoff Permanent,Orange County
1082,09/29/2020,12/04/2020,10/02/2020,"DVD, Inc.",Anaheim,Orange County,83.0,Layoff Permanent,Orange County
1083,09/30/2020,11/30/2020,10/02/2020,IHG Management LLC,Anaheim,Orange County,58.0,Layoff Permanent,Orange County
1084,07/01/2020,06/20/2020,10/02/2020,TriWest,Rancho Cordova,Sacramento County,56.0,Layoff Permanent,Sacramento County
1085,07/17/2020,09/23/2020,10/02/2020,**JC Penney (Cancelled),San Bernardino,San Bernardino County,109.0,Closure Permanent,San Bernardino County
1086,09/29/2020,12/04/2020,10/02/2020,"Walt Disney Parks and Resorts U.S.,",Ontario,San Bernardino County,1.0,Layoff Permanent,San Bernardino County
1087,07/10/2020,07/07/2020,10/02/2020,Stones South Bay Corp. dba Seven Mile Casino,Chula Vista,San Diego County,261.0,Layoff Temporary,San Diego County
1088,07/01/2020,09/04/2020,10/02/2020,"**CoreLogic Credco, LLC (Cancelled)",San Diego,San Diego County,137.0,Layoff Permanent,San Diego County
1089,06/29/2020,06/19/2020,10/02/2020,Hyatt Corporation dba Grand Hyatt San Diego,San Diego,San Diego County,624.0,Layoff Permanent,San Diego County
1090,08/14/2020,08/07/2020,10/02/2020,Hyatt Corporation dba Hyatt Regency La Jolla,San Diego,San Diego County,96.0,Layoff Permanent,San Diego County
1091,06/25/2020,06/19/2020,10/02/2020,Hyatt Corporation dba Grand Hyatt San Francisco,San Francisco,San Francisco County,28.0,Layoff Permanent,San Francisco County
1092,06/26/2020,08/09/2020,10/02/2020,nVent Thermal,Redwood City,San Mateo County,62.0,Layoff Temporary,San Mateo County
1093,06/26/2020,07/12/2020,10/02/2020,nVent Thermal LLC,Redwood City,San Mateo County,62.0,Layoff Temporary,San Mateo County
1094,06/19/2020,06/19/2020,10/02/2020,Hyatt Corporation dba Hyatt Regency Santa Clara,Santa Clara,Santa Clara County,201.0,Layoff Permanent,Santa Clara County
1095,09/22/2020,09/25/2020,10/02/2020,Hyatt Corporation,Santa Clara,Santa Clara County,1.0,Layoff Permanent,Santa Clara County
1096,09/29/2020,09/29/2020,10/02/2020,Flex,Milpitas,Santa Clara County,25.0,Layoff Type Unknown ,Santa Clara County
1097,09/30/2020,11/30/2020,10/02/2020,"Intercontinental Hotels Group Resources, LLC servicing  Staybridge Suites Chatsworth",Chatsworth,Los Angeles County,34.0,Layoff Permanent,Los Angeles County
1098,06/24/2020,06/24/2020,10/02/2020,AltaMed,Commerce,Los Angeles County,12.0,Layoff Permanent,Los Angeles County
1099,05/08/2020,07/17/2020,10/02/2020,Allergan plc,Irvine,Orange County,54.0,Layoff Permanent,Orange County
1100,07/02/2020,06/19/2020,10/02/2020,Rancho Valencia Resort & Spa (RVR),Rancho Santa Fe,San Diego County,129.0,Layoff Temporary,San Diego County
1101,07/01/2020,07/01/2020,10/02/2020,"Delta C, LP dba Kings Card Club and Westlane Card Room",Stockton,San Joaquin County,157.0,Closure Temporary,San Joaquin County
1102,09/30/2020,11/30/2020,10/02/2020,IHG Management (Intercontinental Hotels Group),Milpitas,Santa Clara County,50.0,Layoff Permanent,Santa Clara County
1103,09/29/2020,01/29/2021,10/05/2020,Corning Optical Communications LLC DBA TR Manufacturing,Union City,Alameda County,196.0,Layoff Permanent,Alameda County
1104,10/01/2020,09/30/2020,10/05/2020,"Grapevine Entertainment, Inc",Bakersfield,Kern County,84.0,Layoff Type Unknown ,Kern County
1105,10/01/2020,09/30/2020,10/05/2020,Hollywood and Vine Club LLC,Los Angeles,Los Angeles County,85.0,Layoff Type Unknown ,Los Angeles County
1106,07/13/2020,07/19/2020,10/05/2020,Ruth's Chris Steak House,Beverly Hills,Los Angeles County,47.0,Closure Permanent,Los Angeles County
1107,08/03/2020,10/19/2020,10/05/2020,Horizon Air - Los Angeles International Airport,Los Angeles,Los Angeles County,370.0,Closure Permanent,Los Angeles County
1108,09/30/2020,11/30/2020,10/05/2020,IHG Management LLC,Anaheim,Orange County,19.0,Layoff Permanent,Orange County
1109,05/29/2020,07/14/2020,10/05/2020,The Westin Mission Hills Golf Resort & Spa,Rancho Mirage,Riverside County,351.0,Layoff Permanent,Riverside County
1110,10/01/2020,09/30/2020,10/05/2020,Deja Vu Showgirls - Sacramento LLC,Rancho Cordova,Sacramento County,90.0,Layoff Type Unknown ,Sacramento County
1111,07/10/2020,07/13/2020,10/05/2020,PSG California LLC,Grand Terrace,San Bernardino County,184.0,Layoff Temporary,San Bernardino County
1112,07/10/2020,07/15/2020,10/05/2020,PSG California LLC,Grand Terrace,San Bernardino County,5.0,Layoff Permanent,San Bernardino County
1113,10/01/2020,09/30/2020,10/05/2020,Ontario Food & Beverage LLC,Ontario,San Bernardino County,71.0,Layoff Type Unknown ,San Bernardino County
1114,10/01/2020,09/30/2020,10/05/2020,Showgirls of San Diego,San Diego,San Diego County,70.0,Layoff Type Unknown ,San Diego County
1115,10/01/2020,09/30/2020,10/05/2020,"Stockton Enterprises, LLC",Stockton,San Joaquin County,99.0,Layoff Type Unknown ,San Joaquin County
1116,06/24/2020,08/01/2020,10/05/2020,Levy Premium Foodservice Limited Partnership,Santa Clara,Santa Clara County,25.0,Layoff Permanent,Santa Clara County
1117,10/02/2020,09/30/2020,10/05/2020,Vince LLC,Palo Alto,Santa Clara County,4.0,Layoff Permanent,Santa Clara County
1118,09/17/2020,10/26/2020,10/05/2020,"Amentum,",San Diego,San Diego County,4.0,Layoff Permanent,San Diego County
1119,06/04/2020,03/07/2020,10/05/2020,The Westin St. Francis San Francisco On Union Square,San Francisco,San Francisco County,940.0,Layoff Temporary,San Francisco County
1120,07/07/2020,07/15/2020,10/05/2020,Veritiv Operating Company,Downey,Los Angeles County,47.0,Layoff Permanent,Los Angeles County
1121,09/21/2020,08/14/2020,10/06/2020,Hyatt Corporation dba Grand Hyatt San Diego,San Diego,San Diego County,35.0,Layoff Temporary,San Diego County
1122,10/05/2020,10/16/2020,10/06/2020,NortonLifeLock Inc.,Mountain View,Santa Clara County,12.0,Layoff Permanent,Santa Clara County
1123,06/24/2020,06/24/2020,10/06/2020,Aloft El Segundo Los Angeles,El Segundo,Los Angeles County,38.0,Layoff Permanent,Los Angeles County
1124,07/13/2020,05/03/2020,10/06/2020,"Universal City Studios, LLC dba Universal Studios Hollywood",Universal City,Los Angeles County,117.0,Layoff Temporary,Los Angeles County
1125,06/03/2020,05/09/2020,10/06/2020,"NBCUniversal Media, LLC",Universal City,Los Angeles County,53.0,Layoff Temporary,Los Angeles County
1126,07/30/2020,08/08/2020,10/06/2020,"Universal City Studios, LLC dba Universal Studios Hollywood",Universal City,Los Angeles County,517.0,Layoff Temporary,Los Angeles County
1127,08/24/2020,05/11/2020,10/06/2020,"Universal City Studios, LLC dba Universal Studios Hollywood",Universal City,Los Angeles County,59.0,Layoff Temporary,Los Angeles County
1128,01/29/2020,03/31/2020,10/06/2020,Mendocino Coast District Hospital,Fort Bragg,Mendocino County,250.0,Layoff Permanent,Mendocino County
1129,05/21/2020,06/23/2020,10/06/2020,Bon Appetit Management Co. operation at Airbnb,San Francisco,San Francisco County,241.0,Closure Type Unknown ,San Francisco County
1130,07/22/2020,12/31/2020,10/06/2020,"Ichor Systems, Inc.",Union City,Alameda County,78.0,Closure Permanent,Alameda County
1131,06/29/2020,07/01/2020,10/06/2020,ClassPass Inc.,San Francisco,San Francisco County,8.0,Layoff Permanent,San Francisco County
1132,09/29/2020,11/30/2020,10/06/2020,"InterContinental Hotels Group Resources, LLC (IHG)",San Jose,Santa Clara County,25.0,Layoff Permanent,Santa Clara County
1133,09/30/2020,09/28/2020,10/07/2020,Centric Brands Inc.,Los Angeles,Los Angeles County,1.0,Layoff Permanent,Los Angeles County
1134,09/18/2020,09/25/2020,10/07/2020,Centric Brands,Los Angeles,Los Angeles County,5.0,Layoff Permanent,Los Angeles County
1135,03/31/2020,03/31/2020,10/07/2020,"All About Parking, Inc. (AAP)",San Mateo,San Mateo County,98.0,Layoff Permanent,San Mateo County
1136,09/30/2020,12/22/2020,10/07/2020,Kaiser Foundation,Modesto,Stanislaus County,5.0,Layoff Permanent,Stanislaus County
1137,10/01/2020,10/01/2020,10/08/2020,Electro Rent,Canoga Park,Los Angeles County,25.0,Layoff Temporary,Los Angeles County
1138,10/08/2020,12/14/2020,10/08/2020,Chevron,El Segundo,Los Angeles County,50.0,Layoff Permanent,Los Angeles County
1139,10/06/2020,12/04/2020,10/08/2020,Adventist Health Howard Memorial,Willits,Mendocino County,1.0,Layoff Permanent,Mendocino County
1140,06/12/2020,06/12/2020,10/08/2020,"MV Transportation, Inc. - Omni Trans/San Bernardino",San Bernardino,San Bernardino County,63.0,Closure Permanent,San Bernardino County
1141,10/07/2020,10/09/2020,10/08/2020,ABM Aviation LAX Employee Parking Shuttle,Los Angeles,Los Angeles County,61.0,Layoff Permanent,Los Angeles County
1142,10/07/2020,12/07/2020,10/08/2020,"Bottling Group, LLC",Baldwin Park,Los Angeles County,161.0,Closure Permanent,Los Angeles County
1143,10/09/2020,12/17/2020,10/09/2020,"Trio Engineered Products, Inc.",Azusa,Los Angeles County,10.0,Closure Permanent,Los Angeles County
1144,10/08/2020,10/08/2020,10/09/2020,Shultz Steel Company,South Gate,Los Angeles County,52.0,Layoff Permanent,Los Angeles County
1145,10/08/2020,10/26/2020,10/09/2020,IMAX,Playa Vista,Los Angeles County,50.0,Layoff Temporary,Los Angeles County
1146,10/09/2020,07/10/2020,10/09/2020,"Wencor Group, LLC dba PHS MWA CORP",Temecula,Riverside County,36.0,Layoff Permanent,Riverside County
1147,10/02/2020,03/20/2020,10/09/2020,Hyatt Corporation dba Hyatt Regency Sacramento,Sacramento,Sacramento County,242.0,Layoff Permanent,Sacramento County
1148,10/08/2020,05/30/2020,10/09/2020,Springville Berry Farms LLC,Camarillo,Ventura County,58.0,Layoff Permanent,Ventura County
1149,06/30/2020,06/30/2020,10/09/2020,"Southern Glazer's Wine and Spirits, LLC",Red Bluff,Tehama County,1.0,Layoff Permanent,Tehama County
1150,10/09/2020,12/01/2020,10/12/2020,Juul Labs,Mountain View,Santa Clara County,40.0,Layoff Permanent,Santa Clara County
1151,07/31/2020,09/01/2020,10/12/2020,"Mount Hermon Association, Inc.",Felton,Santa Cruz County,265.0,Layoff Permanent,Santa Cruz County
1152,07/31/2020,09/01/2020,10/12/2020,Duty Free North America-Los Angeles International Airport,Los Angeles,Los Angeles County,125.0,Layoff Permanent,Los Angeles County
1153,03/23/2020,03/09/2020,10/12/2020,Sheraton Operating Corporation dba The St. Regis San Francisco,San Francisco,San Francisco County,386.0,Layoff Temporary,San Francisco County
1154,07/21/2020,07/21/2020,10/12/2020,Electro Rent Corporation,Canoga Park,Los Angeles County,25.0,Layoff Temporary,Los Angeles County
1155,07/31/2020,07/31/2020,10/13/2020,Club One Casino,Fresno,Fresno County,126.0,Layoff Temporary,Fresno County
1156,08/05/2020,09/28/2020,10/13/2020,"Bill Wright, Inc. dba Bill Wright Toyota",Bakersfield,Kern County,150.0,Closure Permanent,Kern County
1157,10/09/2020,12/04/2020,10/13/2020,"Union Supply Group, Inc.",Compton,Los Angeles County,108.0,Closure Permanent,Los Angeles County
1158,07/31/2020,09/01/2020,10/13/2020,DFS Group L.P.,Torrance,Los Angeles County,24.0,Layoff Permanent,Los Angeles County
1159,09/30/2020,12/15/2020,10/13/2020,Paradies Lagardere @ LAX,Los Angeles,Los Angeles County,131.0,Closure Permanent,Los Angeles County
1160,10/09/2020,10/23/2020,10/14/2020,Adventist Health Reedley,Reedley,Fresno County,2.0,Layoff Permanent,Fresno County
1161,10/09/2020,10/23/2020,10/14/2020,Adventist Health Hanford,Hanford,Kings County,3.0,Layoff Permanent,Kings County
1162,06/30/2020,06/30/2020,10/14/2020,Walmart,Sunnyvale,Santa Clara County,158.0,Layoff Permanent,Santa Clara County
1163,10/09/2020,10/09/2020,10/14/2020,Kaiser Foundation Hospitals,San Jose,Santa Clara County,1.0,Layoff Type Unknown ,Santa Clara County
1164,10/06/2020,11/09/2020,10/14/2020,"ABM Aviation, Inc.",Los Angeles,Los Angeles County,67.0,Layoff Permanent,Los Angeles County
1165,10/12/2020,12/16/2020,10/15/2020,"Lettuce Entertain You Enterprises, Inc.",Los Angeles,Los Angeles County,29.0,Layoff Permanent,Los Angeles County
1166,10/12/2020,12/16/2020,10/15/2020,"Lettuce Entertain You Enterprises, Inc.",Santa Monica,Los Angeles County,21.0,Layoff Permanent,Los Angeles County
