,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,Year
1995,04/07/2020,04/06/2020,05/28/2020,EXPRESS MANUFACTURING,Santa Ana,Orange County,328.0,layoff temporary,2020
1996,04/06/2020,04/06/2020,05/28/2020,PAUL MARTIN'S AMERICAN GRILL,Irvine,Orange County,63.0,layoff temporary,2020
1997,03/30/2020,04/01/2020,05/28/2020,"Irvine Management Corporation, dba IrvineCompany",Irvine,Orange County,17.0,layoff permanent,2020
1998,04/08/2020,03/31/2020,05/28/2020,"Symbiosis, Inc.",Corona,Riverside County,49.0,layoff temporary,2020
1999,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - Temecula,Temecula,Riverside County,6.0,layoff permanent,2020
2000,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - Menifee,Menifee,Riverside County,1.0,layoff permanent,2020
2001,04/21/2020,03/13/2020,05/28/2020,"All West Coachlines, Inc.",Sacramento,Sacramento County,50.0,layoff temporary,2020
2002,04/16/2020,03/14/2020,05/28/2020,Transform SR LLC - 01818,Rancho Cucamonga,San Bernardino County,77.0,layoff temporary,2020
2003,03/30/2020,03/20/2020,05/28/2020,YMCA of Long Beach - Camp Oakes,Big Bear City,San Bernardino County,21.0,layoff temporary,2020
2004,04/15/2020,03/17/2020,05/28/2020,Neighborhood Healthcare -  El Cajon,El Cajon,San Diego County,17.0,layoff temporary,2020
2005,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare-Grand Location,Escondido,San Diego County,1.0,layoff permanent,2020
2006,04/15/2020,04/13/2020,05/28/2020,Neighborhood Healthcare -  Elm Location,Escondido,San Diego County,10.0,layoff temporary,2020
2007,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - Pharmacy Location,Escondido,San Diego County,2.0,layoff permanent,2020
2008,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - PNC Location,Escondido,San Diego County,8.0,layoff permanent,2020
2009,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - Prenatal Location,Escondido,San Diego County,1.0,layoff permanent,2020
2010,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - Rose Location,Escondido,San Diego County,3.0,layoff permanent,2020
2011,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - Chablis Location,Escondido,San Diego County,1.0,layoff permanent,2020
2012,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - El Cajon,El Cajon,San Diego County,4.0,layoff permanent,2020
2013,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - Elm Location,Escondido,San Diego County,4.0,layoff permanent,2020
2014,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - Fallbrook,Fallbrook,San Diego County,1.0,layoff permanent,2020
2015,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - Finance Location,Escondido,San Diego County,6.0,layoff permanent,2020
2016,04/15/2020,03/27/2020,05/28/2020,Neighborhood Healthcare - Ivy Location,Escondido,San Diego County,1.0,layoff permanent,2020
2017,04/09/2020,03/20/2020,05/28/2020,"FM Restaurants HQ, LLC dba Chevy's",Milpitas,Santa Clara County,108.0,layoff temporary,2020
2018,04/12/2020,03/17/2020,05/28/2020,Nobu Hotel Epiphany Palo Alto,Palo Alto,Santa Clara County,82.0,layoff temporary,2020
2019,04/03/2020,03/18/2020,05/28/2020,"Out West Restaurant Group, Inc.",Vacaville,Solano County,51.0,layoff temporary,2020
2020,04/06/2020,04/06/2020,05/28/2020,PAUL MARTINS AMERICAN GRILL,Thousand Oaks,Ventura County,79.0,layoff temporary,2020
2021,04/01/2020,03/25/2020,05/28/2020,Air Canada - Los Angeles International Airport,Los Angeles,Los Angeles County,76.0,layoff temporary,2020
2022,04/23/2020,04/03/2020,05/28/2020,"Universal Television, LLC",Studio City,Los Angeles County,267.0,layoff temporary,2020
2023,04/23/2020,04/03/2020,05/28/2020,"Universal Television, LLC",Universal City,Los Angeles County,743.0,layoff temporary,2020
2024,04/02/2020,04/02/2020,05/28/2020,"Kokatat, Inc",Arcata,Humboldt County,161.0,layoff temporary,2020
2025,03/24/2020,03/24/2020,05/28/2020,Haddad Bashirtash Group,Bakersfield,Kern County,186.0,layoff temporary,2020
2026,03/24/2020,03/24/2020,05/28/2020,Haddad Bashirtash Group,Bakersfield,Kern County,187.0,layoff temporary,2020
2027,04/03/2020,03/18/2020,05/28/2020,Out West Restaurant Group Inc. dba OutbackSteakhouse,San Marcos,San Diego County,43.0,layoff temporary,2020
2028,04/14/2020,03/18/2020,05/28/2020,HBF SOTO JV,San Francisco,San Francisco County,51.0,layoff temporary,2020
2029,03/30/2020,03/14/2020,05/28/2020,Children's Discovery Museum of San Jose,San Jose,Santa Clara County,90.0,layoff temporary,2020
2030,04/15/2020,04/13/2020,05/28/2020,"Big Al's V, Inc.",Milpitas,Santa Clara County,7.0,layoff temporary,2020
2031,04/03/2020,04/05/2020,05/28/2020,"Kohl's Department Stores, Inc.",Newbury Park,Ventura County,328.0,layoff temporary,2020
2032,05/08/2020,04/04/2020,05/27/2020,Crown Worldwide Moving & Storage LLC,Union City,Alameda County,19.0,layoff temporary,2020
2033,04/21/2020,04/10/2020,05/27/2020,"Associated Students of California StateUniversity, Chico",Chico,Butte County,660.0,layoff temporary,2020
2034,03/31/2020,03/31/2020,05/27/2020,"Bakersfield Fitness, LLC",Bakersfield,Kern County,1.0,layoff temporary,2020
2035,04/23/2020,06/22/2020,05/27/2020,Trumpet Behavioral Health - West L.A.,Lakewood,Los Angeles County,40.0,closure permanent,2020
2036,04/10/2020,03/29/2020,05/27/2020,"Norm Reeves, Inc. dba Norm Reeves HondaSuperstore",Cerritos,Los Angeles County,191.0,layoff temporary,2020
2037,04/01/2020,03/23/2020,05/27/2020,"6417 Selma Hotel, LLC dba The HighlightRoom",Hollywood,Los Angeles County,111.0,layoff temporary,2020
2038,04/13/2020,03/28/2020,05/27/2020,"Fox Head, Inc.",Irvine,Orange County,119.0,layoff temporary,2020
2039,04/16/2020,03/14/2020,05/27/2020,Transform SR LLC - 06841,Orange,Orange County,87.0,layoff temporary,2020
2040,05/07/2020,05/16/2020,05/27/2020,Associated Students of San Diego StateUniversity,San Diego,San Diego County,965.0,layoff temporary,2020
2041,04/23/2020,06/22/2020,05/27/2020,Trumpet Behavioral Health - El Cajon,San Diego,San Diego County,9.0,closure permanent,2020
2042,04/01/2020,03/27/2020,05/27/2020,Springhill Suites,San Diego,San Diego County,46.0,layoff temporary,2020
2043,05/08/2020,02/01/2020,05/27/2020,"Ricoh, USA, Inc.",South San Francisco,San Mateo County,1.0,layoff permanent,2020
2044,05/08/2020,02/01/2020,05/27/2020,"Ricoh USA, Inc.",Cupertino,Santa Clara County,4.0,layoff permanent,2020
2045,05/08/2020,02/01/2020,05/27/2020,"Ricoh USA, Inc.",San Jose,Santa Clara County,3.0,layoff permanent,2020
2046,04/01/2020,04/02/2020,05/27/2020,InterContinental San Diego,San Diego,San Diego County,287.0,layoff temporary,2020
2047,04/24/2020,04/30/2020,05/27/2020,Live Nation Clubs & Theaters - The FillmoreSan Francisco,San Francisco,San Francisco County,324.0,layoff temporary,2020
2048,03/30/2020,03/31/2020,05/27/2020,Future Ford Lincoln of Concord,Concord,Contra Costa County,83.0,layoff temporary,2020
2049,04/03/2020,04/05/2020,05/27/2020,"Kohl's Department Stores, Inc",Cerritos,Los Angeles County,333.0,layoff temporary,2020
2050,03/28/2020,03/28/2020,05/27/2020,"El Sushi Loco, Inc.",Downey,Los Angeles County,1.0,layoff temporary,2020
2051,03/28/2020,03/28/2020,05/27/2020,"El Sushi Loco, Inc.",La Puente,Los Angeles County,91.0,layoff temporary,2020
2052,04/03/2020,03/18/2020,05/27/2020,"Out West Restaurant Group, Inc. dba OutbackSteakhouse-0570 Newport",Costa Mesa,Orange County,49.0,layoff temporary,2020
2053,03/30/2020,04/05/2020,05/27/2020,"ADESA California, LLC dba Adesa Brasher's",Rio Linda,Sacramento County,271.0,layoff temporary,2020
2054,04/16/2020,03/30/2020,05/27/2020,"Bob's Discount Furniture, LLC",San Bernardino,San Bernardino County,76.0,layoff temporary,2020
2055,04/13/2020,04/11/2020,05/27/2020,"Accredited Debt Relief, Inc.",San Diego,San Diego County,263.0,layoff temporary,2020
2056,04/07/2020,04/07/2020,05/27/2020,Mathew Enterprise Inc. dba Stevens CreekChrysler Jeep Dodge,San Jose,Santa Clara County,78.0,layoff temporary,2020
2057,04/23/2020,04/21/2020,05/27/2020,A R Automotive LLC dba Anderson Honda,Palo Alto,Santa Clara County,66.0,layoff temporary,2020
2058,04/03/2020,03/18/2020,05/27/2020,"Out West Restaurant Group, Inc dba OutbackSteakhouse",Visalia,Tulare County,62.0,layoff temporary,2020
2059,04/03/2020,03/18/2020,05/27/2020,"Out West Restaurant Group, Inc. dba OutbackSteakhouse",Oxnard,Ventura County,49.0,layoff temporary,2020
2060,04/08/2020,04/08/2020,05/27/2020,Ovations Fanfare L.P. dba Spectra FoodServices and Hospitality,Ventura,Ventura County,45.0,closure temporary,2020
2061,04/13/2020,03/31/2020,05/27/2020,Eggs'N'Things,Thousand Oaks,Ventura County,168.0,layoff temporary,2020
2062,04/27/2020,04/27/2020,05/27/2020,Silver Star Auto Group,Thousand Oaks,Ventura County,228.0,layoff temporary,2020
2063,04/07/2020,03/17/2020,05/26/2020,Blackhawk Country Club,Danville,Contra Costa County,222.0,layoff temporary,2020
2064,03/31/2020,03/31/2020,05/26/2020,Bakersfield Fitness LLC,Bakersfield,Kern County,1.0,layoff temporary,2020
2065,03/16/2020,03/16/2020,05/26/2020,BlueSky Diversified Inc dba Puente Hills Ford,Industry,Los Angeles County,32.0,layoff temporary,2020
2066,04/10/2020,03/16/2020,05/26/2020,Norm Reeves Honda Superstore West Covina,West Covina,Los Angeles County,96.0,layoff temporary,2020
2067,04/13/2020,04/10/2020,05/26/2020,"Alpha Entertainment LLC, dba XFL",Long Beach,Los Angeles County,87.0,closure permanent,2020
2068,03/31/2020,03/31/2020,05/26/2020,"Canoga Park Fitness, LLC",Canoga Park,Los Angeles County,1.0,layoff temporary,2020
2069,03/31/2020,03/31/2020,05/26/2020,Chatsworth Health Fitness LLC,Chatsworth,Los Angeles County,1.0,layoff temporary,2020
2070,03/31/2020,03/31/2020,05/26/2020,La Mirada Health & Fitness LLC,La Mirada,Los Angeles County,1.0,layoff temporary,2020
2071,03/31/2020,03/31/2020,05/26/2020,Northridge Health Fitness LLC,Northridge,Los Angeles County,1.0,layoff temporary,2020
2072,03/31/2020,03/31/2020,05/26/2020,Norwalk Fitness LLC,Canyon Country,Los Angeles County,1.0,layoff temporary,2020
2073,03/31/2020,03/31/2020,05/26/2020,"Oceangate Fitness, LLC",Long Beach,Los Angeles County,1.0,layoff temporary,2020
2074,03/31/2020,03/31/2020,05/26/2020,"San Dimas MMA, LLC",San Dimas,Los Angeles County,1.0,layoff temporary,2020
2075,04/01/2020,03/31/2020,05/26/2020,ALPERT JEWISH COMMUNITY CENTER,Long Beach,Los Angeles County,133.0,closure type unknown,2020
2076,03/31/2020,03/31/2020,05/26/2020,"Universal Fitness Club Norwalk, LLC",Norwalk,Los Angeles County,1.0,layoff temporary,2020
2077,03/31/2020,03/31/2020,05/26/2020,"XI Enterprise, Inc.",Palmdale,Los Angeles County,1.0,layoff temporary,2020
2078,04/06/2020,03/17/2020,05/26/2020,South Coast Plaza,Costa Mesa,Orange County,95.0,layoff temporary,2020
2079,04/03/2020,04/06/2020,05/26/2020,Great Foundations Montessori,Irvine,Orange County,77.0,closure temporary,2020
2080,04/10/2020,03/16/2020,05/26/2020,"Irvine Auto Retail I, Inc. dba Norm ReevesHonda Superstore Irvine",Irvine,Orange County,111.0,layoff temporary,2020
2081,05/08/2020,04/23/2020,05/26/2020,Calvary Chapel of Costa Mesa,Santa Ana,Orange County,60.0,layoff temporary,2020
2082,03/31/2020,03/31/2020,05/26/2020,Hemet Fitness LLC,Hemet,Riverside County,1.0,layoff temporary,2020
2083,03/31/2020,03/31/2020,05/26/2020,Corona Health & Fitness LLC,Corona,Riverside County,1.0,layoff temporary,2020
2084,03/31/2020,03/31/2020,05/26/2020,North Riverside Fitness Inc.,Riverside,Riverside County,1.0,layoff temporary,2020
2085,03/31/2020,03/31/2020,05/26/2020,"Moreno Valley Fitness, Inc.",Moreno Valley,Riverside County,1.0,layoff temporary,2020
2086,03/31/2020,03/31/2020,05/26/2020,Temecula Fitness LLC,Winchester,Riverside County,1.0,layoff temporary,2020
2087,05/08/2020,04/23/2020,05/26/2020,Murrieta Hot Springs Christian Conference &Calvary Chapel Bible College,Murrieta,Riverside County,59.0,layoff permanent,2020
2088,03/30/2020,03/30/2020,05/26/2020,Duckhorn Wine Company DBA Calera Winery,Hollister,San Benito County,2.0,layoff permanent,2020
2089,03/30/2020,03/30/2020,05/26/2020,Duckhorn Wine Company DBA Calera Winery,Hollister,San Benito County,4.0,layoff temporary,2020
2090,03/31/2020,03/31/2020,05/26/2020,Chino Fitness LLC,Chino,San Bernardino County,1.0,layoff temporary,2020
2091,05/08/2020,04/23/2020,05/26/2020,Twin Peaks Christian Center & LakeArrowhead Christian School,Twin Peaks,San Bernardino County,42.0,layoff permanent,2020
2092,04/15/2020,03/20/2020,05/26/2020,Bon Appetit Management Co.,Stockton,San Joaquin County,79.0,layoff temporary,2020
2093,04/03/2020,04/06/2020,05/26/2020,Cal Poly Corporation,San Luis Obispo,San Luis Obispo County,2626.0,layoff temporary,2020
2094,04/13/2020,03/31/2020,05/26/2020,"Rocket Farms, Inc.",Half Moon Bay,San Mateo County,7.0,layoff type unknown,2020
2095,04/15/2020,04/10/2020,05/26/2020,Adecco USA Inc. at Safran USA Inc.,Santa Maria,Santa Barbara County,65.0,layoff permanent,2020
2096,03/31/2020,03/31/2020,05/26/2020,Santa Maria Health & Fitness LLC,Santa Maria,Santa Barbara County,1.0,layoff temporary,2020
2097,04/08/2020,03/23/2020,05/26/2020,KHRG Canary LLC dba Canary Hotel,Santa Barbara,Santa Barbara County,106.0,layoff temporary,2020
2098,03/17/2020,03/17/2020,05/26/2020,Earthquakes Soccer LLC,San Jose,Santa Clara County,161.0,layoff temporary,2020
2099,04/06/2020,04/06/2020,05/26/2020,Magnussen Imports Inc Magnussen's Toyotaof Palo Alto,Palo Alto,Santa Clara County,63.0,layoff temporary,2020
2100,03/30/2020,03/30/2020,05/26/2020,Duckhorn Wine Company,Sebastopol,Sonoma County,3.0,layoff temporary,2020
2101,03/30/2020,03/30/2020,05/26/2020,Duckhorn Wine Company DBA Kosta BrowneWinery,Sebastopol,Sonoma County,2.0,layoff permanent,2020
2102,03/31/2020,03/31/2020,05/26/2020,"Thousand Oaks Fitness, LLC",Westlake Village,Ventura County,1.0,layoff temporary,2020
2103,03/31/2020,03/31/2020,05/26/2020,Simi Valley Fitness LLC,Simi Valley,Ventura County,1.0,layoff temporary,2020
2104,04/02/2020,03/17/2020,05/26/2020,"Coltan Inc., dba Dos Coyotes",Davis,Yolo County,37.0,layoff temporary,2020
2105,04/15/2020,01/21/2020,05/26/2020,Gate Gourmet's San Francisco InternationalAirport Kitchen,San Francisco,San Francisco County,678.0,layoff temporary,2020
2106,04/07/2020,04/07/2020,05/26/2020,Mathew Enterprise Inc. dba StoneridgeChrysler Jeep Dodge,Pleasanton,Alameda County,71.0,layoff temporary,2020
2107,03/19/2020,03/19/2020,05/26/2020,"Decker Ford, Inc. dba Furture Ford of Clovis",Clovis,Fresno County,59.0,layoff temporary,2020
2108,04/02/2020,04/02/2020,05/26/2020,Sugar Foods,Los Angeles,Los Angeles County,61.0,layoff temporary,2020
2109,03/28/2020,03/28/2020,05/26/2020,Sugar Foods,Sun Valley,Los Angeles County,80.0,layoff temporary,2020
2110,04/10/2020,03/16/2020,05/26/2020,AAA Flag & Banner,Los Angeles,Los Angeles County,55.0,layoff temporary,2020
2111,03/22/2020,03/23/2020,05/26/2020,"GSM Auto Group, II LLC dba Audi MissionViejo",Mission Viejo,Orange County,86.0,layoff temporary,2020
2112,04/09/2020,03/23/2020,05/26/2020,"CVK Automotive Group, Inc. dba Kia of ChulaVista",Chula Vista,San Diego County,4.0,layoff permanent,2020
2113,03/27/2020,03/27/2020,05/26/2020,Roam Artisan Burgers,San Mateo,San Mateo County,20.0,layoff temporary,2020
2114,04/07/2020,04/07/2020,05/26/2020,3566 Stevens Creek Holdings dba SunnvaleChrysler Jeep Dodge,Sunnyvale,Santa Clara County,36.0,layoff temporary,2020
2115,03/17/2020,03/17/2020,05/23/2020,Decurion dba Nationwide Theatres Corp,San Fernando,Los Angeles County,106.0,layoff temporary,2020
2116,04/03/2020,04/03/2020,05/23/2020,"Auto Mission, Ltd. dba AutoNation ToyotaHayward",Hayward,Alameda County,44.0,layoff temporary,2020
2117,04/03/2020,04/03/2020,05/23/2020,"Edgen Motor Conpany, Inc. dba AutonationHonda Fremont",Fremont,Alameda County,72.0,layoff temporary,2020
2118,04/07/2020,04/07/2020,05/23/2020,Team Volkswagon of Hayward,Hayward,Alameda County,38.0,layoff temporary,2020
2119,04/06/2020,04/07/2020,05/23/2020,"TA Operating LLC, dba Black Bear Diner",Arvin,Kern County,45.0,closure temporary,2020
2120,04/13/2020,04/14/2020,05/23/2020,Four Seasons Los Angeles Worldwide SalesOffice,Beverly Hills,Los Angeles County,2.0,layoff permanent,2020
2121,04/16/2020,03/19/2020,05/23/2020,EFT Media Productions - The Vanowen Office,Burbank,Los Angeles County,7.0,layoff temporary,2020
2122,04/16/2020,03/23/2020,05/23/2020,Pipedream Products,Chatsworth,Los Angeles County,52.0,closure permanent,2020
2123,04/10/2020,03/16/2020,05/23/2020,"Cerritos Ford, Inc. dba Norm Reeves HyuandaiSuperstore",Cerritos,Los Angeles County,131.0,closure temporary,2020
2124,04/09/2020,04/11/2020,05/23/2020,"Eminent, Inc. aka Revolve Group Inc.",Los Angeles,Los Angeles County,49.0,closure temporary,2020
2125,04/13/2020,04/05/2020,05/23/2020,Staples,La Mirada,Los Angeles County,77.0,layoff temporary,2020
2126,04/07/2020,03/18/2020,05/23/2020,Simmzy's LLC,Burbank,Los Angeles County,59.0,layoff temporary,2020
2127,04/03/2020,04/03/2020,05/23/2020,"Carwell, LLC dba Mercedes-Benz of South Bay",Torrance,Los Angeles County,48.0,layoff temporary,2020
2128,04/03/2020,04/06/2020,05/23/2020,"Printful, Inc.",Chatsworth,Los Angeles County,64.0,layoff temporary,2020
2129,04/06/2020,04/03/2020,05/23/2020,"Irvine Imports, Inc. dba AutoNation ToyotaIrvine",Irvine,Orange County,45.0,layoff temporary,2020
2130,04/06/2020,04/03/2020,05/23/2020,Tokyo Table Holdings LLC,Irvine,Orange County,73.0,closure temporary,2020
2131,04/08/2020,04/08/2020,05/23/2020,CarMax Costa Mesa,Costa Mesa,Orange County,88.0,layoff temporary,2020
2132,04/01/2020,03/16/2020,05/23/2020,"El Cholo Corona Del Mar, Inc.",Corona Del Mar,Orange County,51.0,closure temporary,2020
2133,04/10/2020,03/20/2020,05/23/2020,NORM REEVES HONDA  SUPERSTORE,Huntington Beach,Orange County,69.0,layoff temporary,2020
2134,04/16/2020,03/19/2020,05/23/2020,EFT Media Productions,Costa Mesa,Orange County,38.0,layoff temporary,2020
2135,04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - House of BluesAnaheim,Anaheim,Orange County,325.0,layoff temporary,2020
2136,04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - Observatory OC,Santa Ana,Orange County,71.0,layoff temporary,2020
2137,04/03/2020,04/03/2020,05/23/2020,"Auto Car, Inc. dba AutoNation Roseville Honda",Roseville,Placer County,52.0,layoff temporary,2020
2138,04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - RiversideMunicipal Auditorium,Riverside,Riverside County,106.0,layoff temporary,2020
2139,04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - Punch LineSacramento,Sacramento,Sacramento County,122.0,layoff temporary,2020
2140,04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - The Magnolia,El Cajon,San Diego County,232.0,layoff temporary,2020
2141,04/10/2020,03/16/2020,05/23/2020,"Conant Auto Retail San Diego, Inc. dba NormReeves Toyota San Diego",San Diego,San Diego County,106.0,closure temporary,2020
2142,04/06/2020,03/26/2020,05/23/2020,"Marugame Udon USA, LLC",San Francisco,San Francisco County,106.0,layoff temporary,2020
2143,04/06/2020,03/27/2020,05/23/2020,"California Closets Retail, Inc.",San Francisco,San Francisco County,83.0,closure temporary,2020
2144,04/13/2020,04/14/2020,05/23/2020,Four Seasons San Francisco Worldwide SalesOffice,San Francisco,San Francisco County,1.0,layoff permanent,2020
2145,04/07/2020,04/07/2020,05/23/2020,Total Quality Maintenance,Palo Alto,Santa Clara County,143.0,layoff temporary,2020
2146,04/24/2020,03/10/2020,05/23/2020,George P. Johnson,Torrance,Los Angeles County,62.0,layoff temporary,2020
2147,04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - The Wiltern,Los Angeles,Los Angeles County,690.0,layoff temporary,2020
