,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean
1737,06/04/2020,06/15/2020,06/11/2020,Reuland Electric Co,City of Industry,Los Angeles County,74.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
1738,06/04/2020,06/05/2020,06/11/2020,Wyndham Vacation Ownership dba PeacockSuites,Anaheim,Orange County,3.0,Closure Permanent,Orange County,2020,closure permanent
1739,05/08/2020,05/01/2020,06/11/2020,VSP Global dba VSPOne San Diego,Vista,San Diego County,28.0,Layoff Permanent,San Diego County,2020,layoff permanent
1740,03/17/2020,03/17/2020,06/11/2020,"Pacific Coast Grill, Inc.",Cardiff By The Sea,San Diego County,115.0,Layoff Temporary,San Diego County,2020,layoff temporary
1741,03/17/2020,03/17/2020,06/11/2020,Belly Up Tavern,Solana Beach,San Diego County,88.0,Layoff Temporary,San Diego County,2020,layoff temporary
1742,05/27/2020,05/27/2020,06/10/2020,Loews Hollywood Hotel LLC,Los Angeles,Los Angeles County,12.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
1743,05/29/2020,06/16/2020,06/10/2020,"Tamme Inc., DBA Signature",Santa Ana,Orange County,115.0,Layoff Temporary,Orange County,2020,layoff temporary
1744,05/05/2020,04/19/2020,06/10/2020,Burlington Coat Factory WarehouseCorporation dba Burlington Distribution Center,Redlands,San Bernardino County,4.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
1745,05/21/2020,05/31/2020,06/10/2020,San Manuel Band of Mission Indians,Highland,San Bernardino County,17.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
1746,05/21/2020,05/31/2020,06/10/2020,San Manuel Casino,Highland,San Bernardino County,257.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
1747,05/27/2020,05/27/2020,06/10/2020,51st ST. & 8th Ave Corp DBA Loews CoronadoBay Resort,Coronado,San Diego County,21.0,Layoff Permanent,San Diego County,2020,layoff permanent
1748,05/12/2020,04/02/2020,06/10/2020,"Gap, Inc.",San Francisco,San Francisco County,101.0,Layoff Temporary,San Francisco County,2020,layoff temporary
1749,05/12/2020,05/08/2020,06/10/2020,"Gap, Inc.",San Francisco,San Francisco County,264.0,Layoff Permanent,San Francisco County,2020,layoff permanent
1750,03/20/2020,03/20/2020,06/10/2020,Tom Ranch,Petaluma,Sonoma County,53.0,Layoff Permanent,Sonoma County,2020,layoff permanent
1751,05/19/2020,05/19/2020,06/10/2020,RUSNAK PORSCHE - WESTLAKE,Thousand Oaks,Ventura County,8.0,Layoff Permanent,Ventura County,2020,layoff permanent
1752,05/22/2020,03/17/2020,06/10/2020,Swissport USA Inc.,Los Angeles,Los Angeles County,76.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1753,05/29/2020,05/27/2020,06/10/2020,Loews Santa Monica Hotel Inc,Santa Monica,Los Angeles County,237.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1754,05/27/2020,05/27/2020,06/10/2020,Loews Hollywood Hotel LLC,Los Angeles,Los Angeles County,305.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1755,05/29/2020,06/12/2020,06/10/2020,Henry Mayo Newhall Memorial Hospital,Valencia,Los Angeles County,99.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
1756,06/03/2020,05/09/2020,06/10/2020,"Universal City Studios, LLC  - Studio LotOperations",Universal City,Los Angeles County,350.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1757,06/03/2020,05/22/2020,06/10/2020,"Universal City Studios, LLC - Studio Lot PostProduction Operations",Universal City,Los Angeles County,29.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1758,05/27/2020,05/27/2020,06/10/2020,51st ST. & 8th Ave Corp DBA Loews CoronadoBay Resort,Coronado,San Diego County,323.0,Layoff Temporary,San Diego County,2020,layoff temporary
1759,05/26/2020,06/28/2020,06/10/2020,Sutter's Place Inc. dba Bay 101,San Jose,Santa Clara County,509.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
1760,05/27/2020,07/31/2020,06/10/2020,HMS Host San Jose Intl Airport,San Jose,Santa Clara County,159.0,Closure Permanent,Santa Clara County,2020,closure permanent
1761,04/17/2020,03/30/2020,06/10/2020,Hansel Auto Group,Santa Rosa,Sonoma County,310.0,Layoff Temporary,Sonoma County,2020,layoff temporary
1762,05/22/2020,05/21/2020,06/10/2020,Golden Valley Health Centers,Modesto,Stanislaus County,2.0,Layoff Permanent,Stanislaus County,2020,layoff permanent
1763,05/22/2020,05/21/2020,06/10/2020,Golden Valley Health Centers,Patterson,Stanislaus County,2.0,Layoff Permanent,Stanislaus County,2020,layoff permanent
1764,05/22/2020,05/29/2020,06/10/2020,FirstGroup America dba First Student,Oakland,Alameda County,110.0,Layoff Permanent,Alameda County,2020,layoff permanent
1765,05/29/2020,05/31/2020,06/10/2020,Jins Eyewear US Inc - Fashion Square,Sherman Oaks,Los Angeles County,4.0,Closure Temporary,Los Angeles County,2020,closure temporary
1766,05/29/2020,05/31/2020,06/10/2020,Jins Eyewear US Inc-Santa Anita,Arcadia,Los Angeles County,5.0,Closure Temporary,Los Angeles County,2020,closure temporary
1767,06/01/2020,06/05/2020,06/10/2020,Abercrombie & Fitch USC Village,Los Angeles,Los Angeles County,9.0,Closure Permanent,Los Angeles County,2020,closure permanent
1768,05/12/2020,03/23/2020,06/10/2020,502 W Grand Ave,Grover Beach,San Luis Obispo County,1.0,Layoff Temporary,San Luis Obispo County,2020,layoff temporary
1769,05/29/2020,05/31/2020,06/10/2020,Jins Eyewear US Inc,Santa Clara,Santa Clara County,11.0,Closure Temporary,Santa Clara County,2020,closure temporary
1770,04/20/2020,06/20/2020,06/10/2020,"Southwestern & Pacific Specialty Finance, Inc",Redding,Shasta County,1.0,Layoff Permanent,Shasta County,2020,layoff permanent
1771,06/01/2020,07/30/2020,06/10/2020,Southwestern & Pacific Specialty Finance dbaAxcess Financial,Port Hueneme,Ventura County,2.0,Layoff Permanent,Ventura County,2020,layoff permanent
1772,03/18/2020,03/17/2020,06/09/2020,Cake Monkey Bakery,North Hollywood,Los Angeles County,22.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1773,04/29/2020,06/12/2020,06/09/2020,"Winpin 85 Investments LLC, DBA 85 DegreesC Bakery Cafe",Azusa,Los Angeles County,20.0,Closure Permanent,Los Angeles County,2020,closure permanent
1774,05/29/2020,06/12/2020,06/09/2020,"Winpin 85 Investments LLC, DBA 85 DegreesC Bakery Cafe",Los Angeles,Los Angeles County,20.0,Closure Permanent,Los Angeles County,2020,closure permanent
1775,05/29/2020,06/12/2020,06/09/2020,"Winpin 85 Investments LLC, DBA 85 DegreesC Bakery Cafe",Pasadena,Los Angeles County,32.0,Closure Permanent,Los Angeles County,2020,closure permanent
1776,05/29/2020,06/12/2020,06/09/2020,"Winpin 85 Investments LLC, DBA 85 DegreesC Bakery Cafe",Sherman Oaks,Los Angeles County,25.0,Closure Permanent,Los Angeles County,2020,closure permanent
1777,05/30/2020,06/01/2020,06/09/2020,"VSB Opco, LLC and Popchips, LLC dbaPopchips, Inc.",East RanchoDominguez,Los Angeles County,52.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
1778,06/01/2020,08/03/2020,06/09/2020,"Niagara Bottling, LLC",Diamond Bar,Los Angeles County,99.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
1779,06/02/2020,06/08/2020,06/09/2020,"Directors Guild of America, Inc.",Los Angeles,Los Angeles County,4.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1780,06/02/2020,07/10/2020,06/09/2020,"SalonCentric, Inc.",Valencia,Los Angeles County,45.0,Closure Permanent,Los Angeles County,2020,closure permanent
1781,05/28/2020,05/28/2020,06/09/2020,Toscanova LP,Los Angeles,Los Angeles County,58.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1782,05/22/2020,05/22/2020,06/09/2020,RUSNAK AUDI-PASADENA,Pasadena,Los Angeles County,22.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
1783,05/21/2020,03/31/2020,06/09/2020,"travisMatthews, LLC",Huntington Beach,Orange County,14.0,Layoff Temporary,Orange County,2020,layoff temporary
1784,05/21/2020,04/02/2020,06/09/2020,"travisMatthews, LLC",Huntington Beach,Orange County,24.0,Layoff Permanent,Orange County,2020,layoff permanent
1785,05/11/2020,05/15/2020,06/09/2020,"Live Nation Entertainment, Inc.",Irvine,Orange County,1.0,Layoff Temporary,Orange County,2020,layoff temporary
1786,04/02/2020,03/17/2020,06/09/2020,Colmax LLC dba Dos Coyotes Border Cafe,Roseville,Placer County,20.0,Layoff Temporary,Placer County,2020,layoff temporary
1787,04/02/2020,03/17/2020,06/09/2020,Colmax LLC dbaDos Coyotes Border Cafe,Folsom,Sacramento County,12.0,Layoff Temporary,Sacramento County,2020,layoff temporary
1788,03/19/2020,03/20/2020,06/09/2020,Marriott San Diego Gaslamp Quarter,San Diego,San Diego County,1.0,Layoff Temporary,San Diego County,2020,layoff temporary
1789,06/02/2020,06/02/2020,06/09/2020,"Verb Surgical, Inc.",Santa Clara,Santa Clara County,61.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
1790,05/27/2020,05/29/2020,06/09/2020,Movement for Life,Capitola,Santa Cruz County,3.0,Layoff Permanent,Santa Cruz County,2020,layoff permanent
1791,06/02/2020,05/18/2020,06/09/2020,"BPR Properties Management, LLC dba BPRHOTELS, Hotel Paradox, Autograph Collection",Santa Cruz,Santa Cruz County,68.0,Layoff Permanent,Santa Cruz County,2020,layoff permanent
1792,05/29/2020,05/29/2020,06/09/2020,Power Wellness Management LLC DBAManager of HealthSpring Fitness,Vacaville,Solano County,67.0,Closure Permanent,Solano County,2020,closure permanent
1793,04/02/2020,03/17/2020,06/09/2020,"Colmax LLC., dba Dos Coyotes Border Cafe",Davis,Yolo County,11.0,Layoff Temporary,Yolo County,2020,layoff temporary
1794,05/11/2020,05/15/2020,06/09/2020,"Live Nation Entertainment, Inc. HumanResources division",Wheatland,Yuba County,1.0,Layoff Temporary,Yuba County,2020,layoff temporary
1795,05/27/2020,05/28/2020,06/09/2020,Castlewood Country Club,Pleasanton,Alameda County,40.0,Layoff Permanent,Alameda County,2020,layoff permanent
1796,06/01/2020,06/05/2020,06/09/2020,"WB Studio Enterprises, Inc. dba Warner Bros.Studio Operations",Burbank,Los Angeles County,50.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
1797,05/21/2020,05/31/2020,06/09/2020,San Manuel Casino,Highland,San Bernardino County,719.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
1798,04/29/2020,03/17/2020,06/09/2020,"Air Systems, Inc.",San Jose,Santa Clara County,244.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
1799,06/01/2020,08/04/2020,06/09/2020,Seagate US LLC,Fremont,Alameda County,78.0,Layoff Permanent,Alameda County,2020,layoff permanent
1800,06/01/2020,05/22/2020,06/09/2020,"Associated Students, Inc. California StateUniversity, Fullerton",Fullerton,Orange County,230.0,Layoff Temporary,Orange County,2020,layoff temporary
1801,05/07/2020,05/07/2020,06/09/2020,Embassy Anaheim North,Anaheim,Orange County,72.0,Layoff Temporary,Orange County,2020,layoff temporary
1802,05/26/2020,05/26/2020,06/09/2020,"Fairn & Swanson, Inc.",San Ysidro,San Diego County,49.0,Closure Permanent,San Diego County,2020,closure permanent
1803,03/21/2020,03/16/2020,06/09/2020,"Clayton&rsquo;s Galley, LLC",San Diego,San Diego County,3.0,Layoff Temporary,San Diego County,2020,layoff temporary
1804,03/21/2020,03/16/2020,06/09/2020,"Clayton's Bakery And Bistro, LLC",Coronado,San Diego County,23.0,Layoff Temporary,San Diego County,2020,layoff temporary
1805,03/21/2020,03/16/2020,06/09/2020,"Cream and Sugar, Inc. DBA Clayton&rsquo;sCoffee Shop and Clayton's Mexican Take Out",Coronado,San Diego County,72.0,Layoff Temporary,San Diego County,2020,layoff temporary
1806,03/20/2020,03/20/2020,06/09/2020,Old Town Trolley Tours and San Diego Seals,San Diego,San Diego County,97.0,Layoff Temporary,San Diego County,2020,layoff temporary
1807,06/03/2020,06/05/2020,06/09/2020,Wyndham Vacation Ownership dba TheDonatello Resort,San Francisco,San Francisco County,1.0,Layoff Temporary,San Francisco County,2020,layoff temporary
1808,03/25/2020,03/18/2020,06/09/2020,Truebeck Construction,San Mateo,San Mateo County,113.0,Layoff Temporary,San Mateo County,2020,layoff temporary
1809,05/26/2020,07/27/2020,06/08/2020,Chevron,San Ramon,Contra Costa County,80.0,Layoff Permanent,Contra Costa County,2020,layoff permanent
1810,04/14/2020,04/03/2020,06/08/2020,Creative Alternatives School,Fresno,Fresno County,42.0,Layoff Temporary,Fresno County,2020,layoff temporary
1811,05/22/2020,06/01/2020,06/08/2020,"California State University, Fresno AthleticCorporation",Fresno,Fresno County,65.0,Layoff Temporary,Fresno County,2020,layoff temporary
1812,05/28/2020,04/03/2020,06/08/2020,"Basic Energy Services, Inc dba KVSTransportation",Bakersfield,Kern County,42.0,Layoff Permanent,Kern County,2020,layoff permanent
1813,05/28/2020,07/31/2020,06/08/2020,"TrueCar, Inc.",Santa Monica,Los Angeles County,74.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
1814,04/14/2020,04/03/2020,06/08/2020,Creative Alternatives School DBA GraceBishop School,Merced,Merced County,2.0,Layoff Temporary,Merced County,2020,layoff temporary
1815,05/21/2020,05/29/2020,06/08/2020,"Oakley, Inc.",Foothill Ranch,Orange County,61.0,Layoff Permanent,Orange County,2020,layoff permanent
1816,05/22/2020,05/01/2020,06/08/2020,Freudenberg-NOK Sealing Technologies,Santa Ana,Orange County,150.0,Closure Temporary,Orange County,2020,closure temporary
1817,05/22/2020,04/16/2020,06/08/2020,"MH Sub I, LLC dba Internet Brands",San Diego,San Diego County,6.0,Layoff Permanent,San Diego County,2020,layoff permanent
1818,04/29/2020,05/13/2020,06/08/2020,"Sunroad KM CDJR, LLC Kearny MesaChrysler Dodge Jeep Ram",San Diego,San Diego County,7.0,Layoff Permanent,San Diego County,2020,layoff permanent
1819,04/29/2020,05/13/2020,06/08/2020,Sunroad MV Auto Inc,San Diego,San Diego County,8.0,Layoff Permanent,San Diego County,2020,layoff permanent
1820,05/22/2020,04/16/2020,06/08/2020,"MH Sub I,LLC dba Internet Brands",San Francisco,San Francisco County,2.0,Layoff Permanent,San Francisco County,2020,layoff permanent
1821,05/26/2020,06/01/2020,06/08/2020,Jackson Family Enterprises,Santa Rosa,Sonoma County,10.0,Layoff Permanent,Sonoma County,2020,layoff permanent
1822,04/14/2020,04/03/2020,06/08/2020,Creative Alternatives School DBA Reyn FrancaSchool,Denair,Stanislaus County,23.0,Layoff Temporary,Stanislaus County,2020,layoff temporary
1823,05/21/2020,05/15/2020,06/08/2020,"Pleasant Holidays, LLC",Westlake Village,Ventura County,60.0,Layoff Temporary,Ventura County,2020,layoff temporary
1824,05/22/2020,05/26/2020,06/08/2020,Monogram Aerospace Fasteners,Los Angeles,Los Angeles County,53.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
1825,05/22/2020,07/22/2020,06/08/2020,"SFO Airporter, Inc. dba CompassTransportation",South San Francisco,San Mateo County,108.0,Layoff Permanent,San Mateo County,2020,layoff permanent
1826,04/14/2020,03/20/2020,06/08/2020,Sysco Sacramento,Pleasant Grove,Sutter County,93.0,Layoff Permanent,Sutter County,2020,layoff permanent
1827,05/11/2020,05/12/2020,06/08/2020,San Joaquin Valley College Inc.,San Leandro,Alameda County,2.0,Layoff Permanent,Alameda County,2020,layoff permanent
1828,04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il FornaioWalnut Creek,Walnut Creek,Contra Costa County,69.0,Layoff Temporary,Contra Costa County,2020,layoff temporary
1829,04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il FornaioBeverly Hills,Beverly Hills,Los Angeles County,97.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1830,04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio LosAngeles,Woodland Hills,Los Angeles County,83.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1831,04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il FornaioManhattan Beach,Manhattan Beach,Los Angeles County,70.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1832,04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il FornaioPasadena,Pasadena,Los Angeles County,84.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1833,05/15/2020,05/15/2020,06/08/2020,Town and Country Event Rentals,Pasadena,Los Angeles County,2.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1834,05/15/2020,05/15/2020,06/08/2020,Town and Country Event Rentals,Van Nuys,Los Angeles County,116.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1835,05/22/2020,03/17/2020,06/08/2020,Exhale,Santa Monica,Los Angeles County,64.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1836,03/20/2020,03/18/2020,06/08/2020,"Green Farms California, LLC. DBA WorlwideProduce",Los Angeles,Los Angeles County,269.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
1837,04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio CorteMadera,Corte Madera,Marin County,68.0,Layoff Temporary,Marin County,2020,layoff temporary
1838,04/20/2020,06/20/2020,06/08/2020,"Southern & Pacific Specialty Finance, Inc. -Axcess Financial",Atwater,Merced County,1.0,Closure Permanent,Merced County,2020,closure permanent
1839,04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il FornaioCarmel,Carmel By The Sea,Monterey County,63.0,Layoff Temporary,Monterey County,2020,layoff temporary
1840,04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Irvine,Irvine,Orange County,154.0,Layoff Temporary,Orange County,2020,layoff temporary
1841,04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il FornaioRoseville,Roseville,Placer County,71.0,Layoff Temporary,Placer County,2020,layoff temporary
1842,04/20/2020,06/20/2020,06/08/2020,"Southwestern & Pacific Finance, Inc. - AxcessFinancial",Riverside,Riverside County,1.0,Closure Permanent,Riverside County,2020,closure permanent
1843,04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il FornaioSacramento,Sacramento,Sacramento County,70.0,Layoff Temporary,Sacramento County,2020,layoff temporary
1844,04/20/2020,06/20/2020,06/08/2020,"Southwestern & Pacific Specialty Finance, Inc.Axcess Financial",Ontario,San Bernardino County,2.0,Closure Permanent,San Bernardino County,2020,closure permanent
1845,04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il FornaioCoronado,Coronado,San Diego County,141.0,Layoff Temporary,San Diego County,2020,layoff temporary
1846,04/15/2020,03/23/2020,06/08/2020,Neighborhood Healthcare,Escondido,San Diego County,3.0,Layoff Temporary,San Diego County,2020,layoff temporary
1847,04/15/2020,03/23/2020,06/08/2020,Neighborhood Healthcare,Escondido,San Diego County,8.0,Layoff Temporary,San Diego County,2020,layoff temporary
