rowid,﻿X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT,CAPFUND_AMNT_PREV_YR,VCHR_AMNT,VCHR_AMNT_PREV_YR,ROSS_AMNT,FSS_AMNT,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,UGLG_KEY,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,
730,-76.199979,40.686851,730,PA037,Housing Authority of the City of Pottsville,5706282702,5706285910,CSLS@pottsvillehousing.net,5706282702,5706285910,csls@pottsvillehousing.net,Standard Performer,MEDIUM HIGH (300-999),436,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Combined,521,509,510,475,295,770,87.5,31,880,753,97.79,1530812,1530812,1014148,1014148,1465218,1487887,0,0,448,421,374,21.09,16.62,98.8,10274,42,Schuylkill,107,001900,2,2000,,,Schuylkill,107,62432,Pottsville,62432,Pottsville city,C5,,9999,,39060,"Pottsville, PA Micropolitan Statistical Area",99999,,0,1,4209,5694,Y,,410 Laurel Blvd,,Pottsville,PA,17901,2401,,17901,10,4,17901240110,S,,,,0,,,,,100% Overall probable correctness,40.686851,-76.199979,S,,R,U,** Street-Level Rooftop **,42107,4262432,42107001900,421070019002,4262432,2020/08/24 16,57,41+00,4412660
731,-79.70405,34.60813,731,SC015,HOUSING AUTHORITY OF BENNETTSVILLE,8434793857,8434792311,bennha@bellsouth.net,8434793857,8434792311,bennha@bellsouth.net,High Performer,MEDIUM LOW (100-299),64,SMALL (50-99),MEDIUM LOW (100-299),6/30,Combined,154,154,154,153,44,197,90.37,1,218,197,100,474706,474706,349555,349555,280433,275961,0,0,448,464,228,8.08,8.3,99.49,9636,45,Marlboro,069,960200,2,2015,,,Marlboro,69,90234,Bennettsville,05680,Bennettsville city,C1,,9999,,13500,"Bennettsville, SC Micropolitan Statistical Area",99999,,0,1,4507,0138,Y,,253 Fletcher St,,Bennettsville,SC,29512,3777,,29512,53,9,29512377753,S,,,,0,,,,,100% Overall probable correctness,34.60813,-79.70405,S,,R,U,** Street-Level Rooftop **,45069,4505680,45069960200,450699602002,4505680,2020/08/24 16,57,41+00,1119880
732,-79.90571,34.681617,732,SC031,HOUSING AUTHORITY OF CHERAW,8436694163,8436792626,celmore@hafsc.org,8436694163,8436792626,celmore@hafsc.org,High Performer,MEDIUM LOW (100-299),180,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),9/30,Combined,230,227,230,224,114,338,83.05,1,407,338,100,797539,797539,591969,591969,518169,509639,0,0,475,476,395,6.16,10.69,98.82,9396,45,Chesterfield,025,950600,5,5020,,,Chesterfield,25,90585,Cheraw,13600,Cheraw town,C1,,9999,,99999,,99999,,0,0,4507,0318,Y,,1345 Dizzy Gillespie Dr,,Cheraw,SC,29520,3527,,29520,45,6,29520352745,S,,,,0,,,,,100% Overall probable correctness,34.681617,-79.90571,S,,R,U,** Street-Level Rooftop **,45025,4513600,45025950600,450259506005,4513600,2020/08/24 16,57,41+00,1903727
733,-79.53791,34.570493,733,SC059,MARLBORO CO HSG & REDEV AUTHORITY,8436694163,8436792626,celmore@hafsc.org,8436694163,8436792626,celmore@hafsc.org,High Performer,SMALL (50-99),253,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),9/30,Combined,55,54,55,54,209,263,85.67,0,307,263,100,216914,216914,138432,138432,958702,857390,0,0,455,449,306,8.4,11.47,99.24,9400,45,Marlboro,069,960500,2,2102,,,Marlboro,69,90676,Clio,15310,Clio town,C1,,9999,,13500,"Bennettsville, SC Micropolitan Statistical Area",99999,,0,1,4507,0360,Y,,100 Woods Ave,,Clio,SC,29525,4252,,29525,0,4,29525425200,S,,,,0,,,,,100% Overall probable correctness,34.570493,-79.53791,S,,R,R,** Street-Level Rooftop **,45069,4515310,45069960500,450699605002,4515310,2020/08/24 16,57,41+00,1454637
734,-79.071244,33.831558,734,SC025,HOUSING AUTHORITY OF CONWAY,8432487327,8432486234,conwayha@sccoast.net,8432487327,8432486234,conwayha@sccoast.net,High Performer,MEDIUM LOW (100-299),368,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,258,258,258,255,340,595,95.05,3,626,598,100,874452,874452,622205,622205,2263475,2240821,0,0,545,553,760,8.36,12.76,98.66,11477,45,Horry,051,070400,2,2050,,,Horry,51,90715,Conway,16405,Conway city (part),C1,,5330,"Myrtle Beach, SC MSA",34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",99999,,1,0,4507,0378,Y,,2303 Leonard Ave,,Conway,SC,29527,4515,,29527,3,7,29527451503,S,,,,0,,,,,100% Overall probable correctness,33.831558,-79.071244,S,,R,U,** Street-Level Rooftop **,45051,4516405,45051070400,450510704002,4516405,2020/08/24 16,57,41+00,4005202
735,-79.866364,34.289087,735,SC005,HOUSING AUTHORITY OF  DARLINGTON,8433930436,8433930443,darl_had@bellsouth.net,8433930436,8433930443,jsteen_had@bellsouth.net,Standard Performer,MEDIUM LOW (100-299),93,SMALL (50-99),MEDIUM LOW (100-299),9/30,Combined,168,167,168,167,80,247,95,0,260,245,99.19,602943,602943,391464,391464,484529,481186,0,0,488,482,380,6.53,9.29,99.18,10452,45,Darlington,031,011400,2,2026,,,Darlington,31,90858,Darlington,18565,Darlington city,C1,,9999,,22500,"Florence, SC Metropolitan Statistical Area",99999,,1,0,4507,0420,Y,,324 Bacote St,,Darlington,SC,29532,5606,,29532,24,6,29532560624,S,,,,0,,,,,100% Overall probable correctness,34.289087,-79.866364,S,,R,U,** Street-Level Rooftop **,45031,4518565,45031011400,450310114002,4518565,2020/08/24 16,57,41+00,1451296
736,-82.138203,34.168753,736,SC030,HOUSING AUTHORITY OF GREENWOOD,8642273670,8642278270,pprince@gwdscha.com,8642273670,8642278270,PPRINCE@GWDSCHA.COM,High Performer,MEDIUM LOW (100-299),975,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",3/31,Combined,223,223,223,222,956,1178,98.33,0,1198,1169,99.24,523654,523654,545961,545961,4313275,4225566,0,0,408,416,1147,10.14,12.73,98.72,9708,45,Greenwood,047,970800,2,2002,,,Greenwood,47,91378,Greenwood,30895,Greenwood city,C1,,9999,,24940,"Greenwood, SC Micropolitan Statistical Area",99999,,0,1,4503,0654,Y,,315 Foundry Rd,,Greenwood,SC,29646,8669,,29646,15,8,29646866915,S,,,,0,,,,,100% Overall probable correctness,34.168753,-82.138203,S,,R,U,** Street-Level Rooftop **,45047,4530895,45047970800,450479708002,4530895,2020/08/24 16,57,41+00,5925190
737,-81.127424,34.028736,737,SC911,SC STATE HOUSING AUTHORITY,8038968888,8038969012,Section8@SCHousing.com,8038969005,8035514876,Bonita.Shropshire@SCHousing.com,,,2064,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1940,1940,93.99,0,2064,1997,100,0,0,0,0,12905292,12286535,0,0,671,641,2173,9.65,15.19,99.4,11022,45,Lexington,063,020510,4,4014,,,Lexington,63,91625,Irmo,65207,Seven Oaks CDP,U1,,1760,"Columbia, SC MSA",17900,"Columbia, SC Metropolitan Statistical Area",99999,,1,0,4502,,Y,,300 Outlet Pointe Blvd Ste C,,Columbia,SC,29210,5652,,29210,75,6,29210565275,H,C,Ste,,0,,,,,100% Overall probable correctness,34.028736,-81.127424,S,,R,U,** Street-Level Rooftop **,45063,4565207,45063020510,450630205104,45063,2020/08/24 16,57,41+00,14985621
738,-83.854287,33.607667,738,GA245,Housing Authority of the City of Covington,7707867739,7707846004,covha@bellsouth.net,7707867739,,gwilliams@covha.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,0,0,0,0,0,0,0,0,0,0,-4,0,0,389862,389862,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,13,Newton,217,100300,3,3033,,,Newton,217,90804,Covington-Porterdale,20064,Covington city,C1,,0520,"Atlanta, GA MSA",12060,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",99999,,1,0,1304,0810,Y,,5160 Alcovy Rd NE,,Covington,GA,30014,1358,,30014,60,9,30014135860,S,,,,0,,,,,100% Overall probable correctness,33.607667,-83.854287,S,,R,U,** Street-Level Rooftop **,13217,1320064,13217100300,132171003003,1320064,2020/08/24 16,57,41+00,-4
739,-83.704939,33.650791,739,GA147,Housing Authority of the City of Social Circle,7702676591,7702675766,GAPHA193@MONROEHA.ORG,7702676591,7702675766,gapha193@monroeha.org,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,70,70,70,70,0,70,100,0,70,70,100,322460,322460,147073,147073,0,0,0,0,559,559,75,12.2,6.71,100,11388,13,Walton,297,110800,2,2042,,,Walton,297,92796,Social Circle,71660,Social Circle city (part),C1,,0520,"Atlanta, GA MSA",12060,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",99999,,1,0,1310,3012,N,,742 Walton Ct,,Social Circle,GA,30025,3036,,30025,42,2,30025303642,S,,,,0,,,,,100% Overall probable correctness,33.650791,-83.704939,S,,R,R,** Street-Level Rooftop **,13297,1371660,13297110800,132971108002,1371660,2020/08/24 16,57,41+00,469533
740,-84.29364,33.777926,740,GA237,"Housing Authority of the County of Dekalb, GA",4042702500,4042702550,exdir@dekalbhousing.org,4042702633,4042702556,pete.walker@dekalbhousing.org,Standard Performer,VERY SMALL (0-49),4650,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,0,0,0,0,4545,4545,97.74,0,4650,5629,100,0,0,615721,615721,34655287,33453348,0,0,968,1001,6379,11.66,10.75,99.29,10721,13,Dekalb,089,022600,2,2001,,,Dekalb,89,90150,Atlanta-Decatur,22052,Decatur city,C1,,0520,"Atlanta, GA MSA",12060,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",99999,,1,0,1304,0942,Y,,750 Commerce Dr Ste 201,,Decatur,GA,30030,2612,,30030,51,7,30030261251,H,201,Ste,,0,,,,,100% Overall probable correctness,33.777926,-84.29364,S,,R,U,** Street-Level Rooftop **,13089,1322052,13089022600,130890226002,1322052,2020/08/24 16,57,41+00,52296587
741,-84.29364,33.777926,741,GA011,Housing Authority of the City of Decatur,4042702100,4042702123,dsf@decaturha.org,4042702101,4042702123,dsf@decaturha.org,Standard Performer,VERY SMALL (0-49),882,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,0,0,0,0,759,759,86.05,0,882,1020,100,995661,995661,889221,889221,4819166,5727258,0,0,1031,913,1046,10,15.37,99.41,10476,13,Dekalb,089,022600,2,2001,,,Dekalb,89,90150,Atlanta-Decatur,22052,Decatur city,C1,,0520,"Atlanta, GA MSA",12060,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",99999,,1,0,1304,0942,Y,,750 Commerce Dr Ste 400,,Decatur,GA,30030,2612,,30030,0,3,30030261200,H,400,Ste,,0,,,,,100% Overall probable correctness,33.777926,-84.29364,S,,R,U,** Street-Level Rooftop **,13089,1322052,13089022600,130890226002,1322052,2020/08/24 16,57,41+00,10995479
742,-84.145725,34.206445,742,GA196,Housing Authority of the City of Cumming,7708875331,7708440756,,7708875331,7708840756,cumha@aol.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,50,50,50,49,0,49,97.99,1,50,48,97.96,172100,172100,90756,90756,0,0,0,0,447,447,28,27.08,8.33,97.92,15704,13,Forsyth,117,130408,1,1034,,,Forsyth,117,90828,Cumming,20932,Cumming city,C1,,0520,"Atlanta, GA MSA",12060,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",99999,,1,0,1307,0840,Y,,102 Social Cir,,Cumming,GA,30040,2331,,30040,2,2,30040233102,S,,,,0,,,,,100% Overall probable correctness,34.206445,-84.145725,S,,R,U,** Street-Level Rooftop **,13117,1320932,13117130408,131171304081,1320932,2020/08/24 16,57,41+00,262856
743,-84.207299,31.218246,743,GA109,Housing Authority of the City of Newton,9123368543,9123368805,pjt@camillahousingauthority.net,2293368543,2293368805,pjt@camillahousingauthority.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,42,41,40,39,0,39,100,0,39,39,100,123699,123699,78459,78459,0,0,0,0,432,443,37,6.17,8.64,100,9192,13,Mitchell,205,090400,3,3039,,,Mitchell,205,90522,Camilla,12624,Camilla city,C1,,9999,,99999,,99999,,0,0,1302,0516,Y,,51 Hilliard St,,Camilla,GA,31730,2370,,31730,51,8,31730237051,S,,,,0,,,,,100% Overall probable correctness,31.218246,-84.207299,S,,R,U,** Street-Level Rooftop **,13205,1312624,13205090400,132050904003,1312624,2020/08/24 16,57,41+00,202158
744,-83.251365,31.711722,744,GA070,Housing Authority of the City of Fitzgerald,2294233755,2294240236,judynelms@windstream.net,2294233755,2294240236,judynelms@windstream.net,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,221,221,221,217,0,217,98.19,4,221,217,100,741823,741823,449839,449839,0,0,0,0,458,464,266,8.14,10.98,98.62,9732,13,Ben Hill,017,960500,4,4018,,,Ben Hill,17,91176,Fitzgerald,29528,Fitzgerald city (part),C1,,9999,,22340,"Fitzgerald, GA Micropolitan Statistical Area",99999,,0,1,1308,1218,Y,,314 S Sherman St,,Fitzgerald,GA,31750,3375,,31750,14,1,31750337514,S,,,,0,,,,,100% Overall probable correctness,31.711722,-83.251365,S,,R,U,** Street-Level Rooftop **,13017,1329528,13017960500,130179605004,1329528,2020/08/24 16,57,41+00,1191662
745,-81.886961,34.930739,745,SC003,HOUSING AUTHORITY OF SPARTANBURG,8645986000,8645986155,sevans@shasc.org,8645986010,8645986010,sevans@shasc.org,Substandard Financial,MEDIUM HIGH (300-999),2636,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,609,607,609,561,2220,2781,91.09,46,3053,2788,100,2382468,2382468,1295491,1295491,11848810,11347874,0,0,531,505,2898,11.66,12.94,98.89,10080,45,Spartanburg,083,022101,2,2010,,,Spartanburg,83,93198,Spartanburg,99999,Remainder of Spartanburg CCD,99,,3160,"Greenville-Spartanburg-Anderson, SC MSA",43900,"Spartanburg, SC Metropolitan Statistical Area",99999,,1,0,4504,,Y,,2271 S Pine St,,Spartanburg,SC,29302,4339,,29302,71,7,29302433971,S,,,,0,,,,,100% Overall probable correctness,34.930739,-81.886961,S,,R,U,** Street-Level Rooftop **,45083,4599999,45083022101,450830221012,45083,2020/08/24 16,57,41+00,17821888
746,-81.656741,35.087444,746,SC017,HOUSING AUTHORITY OF GAFFNEY,8644893193,8644879460,gafha@bellsouth.net,8644893193,8644879460,gafha@bellsouth.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,274,274,274,272,0,272,99.27,2,274,272,100,987074,987074,717942,717942,0,0,0,0,522,524,407,6.37,6.51,96.32,9970,45,Cherokee,021,970301,2,2016,,,Cherokee,21,91235,Gaffney,28060,Gaffney city,C1,,3160,"Greenville-Spartanburg-Anderson, SC MSA",23500,"Gaffney, SC Micropolitan Statistical Area",99999,,0,1,4505,0582,D,,125 Beltline Rd,,Gaffney,SC,29341,1461,,29341,99,1,29341146199,H,1SUD,,,0,,,N,,100% Overall probable correctness,35.087444,-81.656741,S,,R,U,** Street-Level Rooftop **,45021,4528060,45021970301,450219703012,4528060,2020/08/24 16,57,41+00,1705016
747,-82.021617,34.505029,747,SC008,SC REGIONAL HOUSING AUTHORITY NO 1,8649840578,8649842669,briang@scrha.net,8649840578,8649842669,briang@scrha.net,High Performer,"LARGE (1,000-4,999)",1653,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,1326,1322,1326,1286,1647,2933,98.59,36,2975,2914,99.35,4603193,4603193,3198904,3198904,6802484,7872556,0,0,481,485,2334,16.78,15.73,99,10910,45,Laurens,059,920400,1,1022,,,Laurens,59,91924,Laurens,40615,Laurens city,C1,,9999,,24860,"Greenville-Anderson, SC Metropolitan Statistical Area",99999,,1,0,4503,0888,Y,,460 Church St,,Laurens,SC,29360,2326,,29360,60,1,29360232660,S,,,,0,,,,,100% Overall probable correctness,34.505029,-82.021617,S,,R,U,** Street-Level Rooftop **,45059,4540615,45059920400,450599204001,4540615,2020/08/24 16,57,41+00,17017825
748,-82.026565,34.512648,748,SC011,HOUSING AUTHORITY OF LAURENS,8649840578,8649840931,briang@scrha.net,8649840578,8649840931,briang@scrha.net,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,120,120,120,117,0,117,97.5,3,120,117,100,508762,508762,278015,278015,0,0,0,0,560,565,129,7.41,10,98.29,9396,45,Laurens,059,920502,6,6065,,,Laurens,59,91924,Laurens,40615,Laurens city,C1,,9999,,24860,"Greenville-Anderson, SC Metropolitan Statistical Area",99999,,1,0,4503,0888,D,,218 Spring St,,Laurens,SC,29360,1813,,29360,99,9,29360181399,H,1SUD,,,0,,,N,,100% Overall probable correctness,34.512648,-82.026565,S,,R,U,** Street-Level Rooftop **,45059,4540615,45059920502,450599205026,4540615,2020/08/24 16,57,41+00,786777
749,-76.170527,40.626244,749,PA016,Schuylkill County Housing Authority,5703853400,5703857695,thale@schcoha.org,5703853400,5703857695,thale@schcoha.org,High Performer,MEDIUM HIGH (300-999),631,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",3/31,Combined,610,609,609,602,566,1168,94.19,7,1240,1153,98.72,1633322,1633322,1251255,1251255,2743089,2457881,0,0,421,415,706,19.69,24.35,99.65,10056,42,Schuylkill,107,003300,5,5005,,,Schuylkill,107,68312,Schuylkill Haven,68312,Schuylkill Haven borough,C5,,9999,,39060,"Pottsville, PA Micropolitan Statistical Area",99999,,0,1,4209,6171,Y,,245 Parkway,,Schuylkill Haven,PA,17972,1907,,17972,45,8,17972190745,S,,,,0,,,,,100% Overall probable correctness,40.626244,-76.170527,S,,R,U,** Street-Level Rooftop **,42107,4268312,42107003300,421070033005,4268312,2020/08/24 16,57,41+00,5774879
750,-75.382142,40.623196,750,PA011,Bethlehem Housing Authority,6108658357,6108658383,jschuster@betha.com,6108658357,6108658362,jschuster@betha.com,High Performer,"LARGE (1,000-4,999)",513,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",3/31,Combined,1475,1450,1454,1395,420,1815,92.46,34,1963,1819,100,4514524,4514524,3768769,3768769,3533390,3378746,0,0,556,542,1508,16.45,21.23,98.79,13008,42,Northampton,095,010800,2,2007,,,Northampton,95,6088,Bethlehem,06088,Bethlehem city (part),C5,,0240,"Allentown-Bethlehem-Easton, PA MSA",10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",99999,,1,0,4207,0504,D,,645 Main St,,Bethlehem,PA,18018,3852,,18018,99,6,18018385299,H,1SUD,,,2,,,N,,80% Overall probable correctness,40.623196,-75.382142,S,,R,U,** Street-Level Rooftop **,42095,4206088,42095010800,420950108002,4206088,2020/08/24 16,57,41+00,11988521
751,-75.211155,40.688555,751,PA024,Easton Housing Authority,6102580806,6102587602,hace@eastonhousing.org,6103334056,6102587602,hace@eastonhousing.org,High Performer,MEDIUM HIGH (300-999),562,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",12/31,Combined,451,451,378,366,536,902,95.96,12,940,879,97.45,1499197,1499197,1226623,1226623,3575272,4032506,0,0,689,665,839,14.91,15.9,98.41,11705,42,Northampton,095,014400,1,1007,,,Northampton,95,21648,Easton,21648,Easton city,C5,,0240,"Allentown-Bethlehem-Easton, PA MSA",10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",99999,,1,0,4207,1950,Y,,157 S 4th St,,Easton,PA,18042,4505,,18042,57,9,18042450557,S,,,,0,,,,,100% Overall probable correctness,40.688555,-75.211155,S,,R,U,** Street-Level Rooftop **,42095,4221648,42095014400,420950144001,4221648,2020/08/24 16,57,41+00,7178245
752,-80.540085,34.976668,752,NC065,Monroe Housing Authority,7042892514,7042831961,amcrae@monroehousing-nc.com,7042892514,7042831961,amcrae@monroehousing-nc.com,Standard Performer,MEDIUM LOW (100-299),318,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,206,205,206,203,267,470,89.87,2,523,449,95.53,912228,912228,493626,493626,2469543,2499813,0,0,707,652,650,8.54,7.52,99.55,10404,37,Union,179,020602,2,2044,,,Union,179,92108,Monroe,43920,Monroe city (part),C1,,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",16740,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",99999,,1,0,3709,1920,Y,,504 Hough St,,Monroe,NC,28112,5776,,28112,4,7,28112577604,S,,,,0,,,,,100% Overall probable correctness,34.976668,-80.540085,S,,R,U,** Street-Level Rooftop **,37179,3743920,37179020602,371790206022,3743920,2020/08/24 16,57,41+00,3601084
753,-80.792844,35.590469,753,NC024,Mooresville Housing Authority,7046641659,7046646407,mha1087@windstream.net,7046641659,7046646407,djbrawley@windstream.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,106,106,106,106,0,106,100,0,106,106,100,237972,237972,274676,274676,0,0,0,0,403,423,87,18.83,13,97.17,14524,37,Iredell,097,061501,2,2023,,,Iredell,97,90708,Coddle Creek,44220,Mooresville town (part),C1,,9999,,16740,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",99999,,1,0,3713,1932,N,,1046 N Main St,,Mooresville,NC,28115,2358,,28115,46,5,28115235846,S,,,,0,,,,,100% Overall probable correctness,35.590469,-80.792844,S,,R,U,** Street-Level Rooftop **,37097,3744220,37097061501,370970615012,3744220,2020/08/24 16,57,41+00,512648
754,-81.9769,35.3573,754,NC161,Isothermal Planning & Development Commission,8283512342,8283512435,phall@regionc.org,,,,,,1408,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1210,1210,85.94,0,1408,1146,94.71,0,0,0,0,5556081,6026942,0,0,429,414,984,14.37,15.27,99.3,9641,37,Rutherford,161,960500,5,,,,Rutherford,161,92776,Rutherfordton,58460,Rutherfordton town (part),C1,,9999,,22580,"Forest City, NC Micropolitan Statistical Area",99999,,0,1,3710,2490,Y,,PO Box 841,,Rutherfordton,NC,28139,0841,,28139,41,9,28139084141,P,,,,1,,,,,90% Overall probable correctness,35.3573,-81.9769,9,S,B,R,**  Centroid Lat/Long   **,37161,3758460,37161960500,371619605005,3758460,2020/08/24 16,57,41+00,6332293
755,-82.227915,34.937453,755,SC016,HOUSING AUTHORITY OF GREER,8648775471,8648481331,jfowler@greerha.com,8648445471,,jfowler@greerha.com,Standard Performer,MEDIUM LOW (100-299),286,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),12/31,Combined,186,186,186,185,262,447,94.71,1,472,444,99.33,662154,662154,365919,365919,1125720,1311753,0,0,472,458,321,24.67,16.81,99.77,11424,45,Greenville,045,002505,1,1016,,,Greenville,45,91391,Greer,30985,Greer city (part),C1,,3160,"Greenville-Spartanburg-Anderson, SC MSA",24860,"Greenville-Anderson, SC Metropolitan Statistical Area",99999,,1,0,4504,0660,D,,103 School St,,Greer,SC,29651,3441,,29651,3,2,29651344103,S,,,,0,,,,,100% Overall probable correctness,34.937453,-82.227915,S,,R,U,** Street-Level Rooftop **,45045,4530985,45045002505,450450025051,4530985,2020/08/24 16,57,41+00,2434725
756,-81.222177,34.708351,756,SC020,HOUSING AUTHORITY OF CHESTER,8035816981,8035812541,tutankhmaatkeda@yahoo.com,8035816981,,chuck@chesterhasc.org,High Performer,MEDIUM LOW (100-299),269,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),6/30,Combined,112,112,112,106,193,299,78.47,3,381,291,97.33,369882,369882,302238,302238,970109,944426,0,0,442,425,380,8.23,8.23,98.28,9492,45,Chester,023,020300,2,2005,,,Chester,23,90611,Chester,14095,Chester city,C1,,9999,,16740,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",99999,,1,0,4505,0330,S,,2678 Dawson Dr,,Chester,SC,29706,5121,,29706,99,9,29706512199,H,,,,1,,,A,,90% Overall probable correctness,34.708351,-81.222177,S,,R,U,** Street-Level Rooftop **,45023,4514095,45023020300,450230203002,4514095,2020/08/24 16,57,41+00,1597110
757,-80.928545,35.008998,757,SC036,HOUSING AUTHORITY OF FORT MILL,8035476787,8035482125,cchoward@comporium.net,8034312784,8035482125,cchoward@comporium.net,High Performer,VERY SMALL (0-49),154,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Combined,0,0,0,0,130,130,84.42,0,154,142,100,0,0,0,0,1016344,889727,0,0,800,721,162,9.97,9.69,100,13662,45,York,091,061101,1,1045,,,York,91,91183,Fort Mill,26890,Fort Mill town,C1,,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",16740,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",99999,,1,0,4505,0564,Y,,105 Bozeman Dr,,Fort Mill,SC,29715,2500,,29715,5,4,29715250005,S,,,,0,,,,,100% Overall probable correctness,35.008998,-80.928545,S,,R,U,** Street-Level Rooftop **,45091,4526890,45091061101,450910611011,4526890,2020/08/24 16,57,41+00,1150315
