Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,company standardization first pass,Corporate Affiliation,DBA Name,County Orig,Year,Layoff/Closure clean,Population,City 2
10/09/2020,07/10/2020,10/09/2020,"Wencor Group, LLC dba PHS MWA CORP",Temecula,Riverside County,36.0,Layoff Permanent,WENCOR GROUP LLC DBA PHS MWA CORP,WENCOR GROUP LLC,PHS MWA CORP,Riverside County,2020,layoff permanent,2470546.0,temecula
10/02/2020,03/20/2020,10/09/2020,Hyatt Corporation dba Hyatt Regency Sacramento,Sacramento,Sacramento County,242.0,Layoff Permanent,HYATT CORPORATION DBA HYATT REGENCY SACRAMENTO,HYATT,HYATT REGENCY SACRAMENTO,Sacramento County,2020,layoff permanent,1552058.0,sacramento
10/08/2020,05/30/2020,10/09/2020,Springville Berry Farms LLC,Camarillo,Ventura County,58.0,Layoff Permanent,SPRINGVILLE BERRY FARMS LLC,SPRINGVILLE BERRY FARMS LLC,SPRINGVILLE BERRY FARMS LLC,Ventura County,2020,layoff permanent,846006.0,camarillo
06/30/2020,06/30/2020,10/09/2020,"Southern Glazer's Wine and Spirits, LLC",Red Bluff,Tehama County,1.0,Layoff Permanent,SOUTHERN GLAZERS WINE AND SPIRITS LLC,SOUTHERN GLAZERS WINE AND SPIRITS LLC,SOUTHERN GLAZERS WINE AND SPIRITS LLC,Tehama County,2020,layoff permanent,65084.0,red bluff
10/09/2020,12/01/2020,10/12/2020,Juul Labs,Mountain View,Santa Clara County,40.0,Layoff Permanent,JUUL LABS,JUUL LABS INC,JUUL LABS,Santa Clara County,2020,layoff permanent,1927852.0,mountain view
07/31/2020,09/01/2020,10/12/2020,"Mount Hermon Association, Inc.",Felton,Santa Cruz County,265.0,Layoff Permanent,MOUNT HERMON ASSOCIATION INC,MOUNT HERMON ASSOCIATION INC,MOUNT HERMON ASSOCIATION INC,Santa Cruz County,2020,layoff permanent,273213.0,felton
07/31/2020,09/01/2020,10/12/2020,Duty Free North America-Los Angeles International Airport,Los Angeles,Los Angeles County,125.0,Layoff Permanent,DUTY FREE NORTH AMERICALOS ANGELES INTERNATIONAL AIRPORT,DUTY FREE NORTH AMERICA,DUTY FREE NORTH AMERICALOS ANGELES INTERNATIONAL AIRPORT,Los Angeles County,2020,layoff permanent,10039107.0,los angeles
03/23/2020,03/09/2020,10/12/2020,Sheraton Operating Corporation dba The St. Regis San Francisco,San Francisco,San Francisco County,386.0,Layoff Temporary,SHERATON OPERATING CORPORATION DBA THE ST REGIS SAN FRANCISCO,SHERATON,THE ST REGIS SAN FRANCISCO,San Francisco County,2020,layoff temporary,881549.0,san francisco
07/21/2020,07/21/2020,10/12/2020,Electro Rent Corporation,Canoga Park,Los Angeles County,25.0,Layoff Temporary,ELECTRO RENT,ELECTRO RENT,ELECTRO RENT,Los Angeles County,2020,layoff temporary,10039107.0,canoga park
07/31/2020,07/31/2020,10/13/2020,Club One Casino,Fresno,Fresno County,126.0,Layoff Temporary,CLUB ONE CASINO,CLUB ONE CASINO,CLUB ONE CASINO,Fresno County,2020,layoff temporary,999101.0,fresno
08/05/2020,09/28/2020,10/13/2020,"Bill Wright, Inc. dba Bill Wright Toyota",Bakersfield,Kern County,150.0,Closure Permanent,BILL WRIGHT INC DBA BILL WRIGHT TOYOTA,BILL WRIGHT,BILL WRIGHT TOYOTA,Kern County,2020,closure permanent,900202.0,bakersfield
10/09/2020,12/04/2020,10/13/2020,"Union Supply Group, Inc.",Compton,Los Angeles County,108.0,Closure Permanent,UNION SUPPLY GROUP INC,UNION SUPPLY GROUP INC,UNION SUPPLY GROUP INC,Los Angeles County,2020,closure permanent,10039107.0,compton
07/31/2020,09/01/2020,10/13/2020,DFS Group L.P.,Torrance,Los Angeles County,24.0,Layoff Permanent,DFS GROUP LP,DFS GROUP LP,DFS GROUP LP,Los Angeles County,2020,layoff permanent,10039107.0,torrance
09/30/2020,12/15/2020,10/13/2020,Paradies Lagardere @ LAX,Los Angeles,Los Angeles County,131.0,Closure Permanent,PARADIES LAGARDERE  LAX,PARADIES LAGARDERE,PARADIES LAGARDERE  LAX,Los Angeles County,2020,closure permanent,10039107.0,los angeles
10/09/2020,10/23/2020,10/14/2020,Adventist Health Reedley,Reedley,Fresno County,2.0,Layoff Permanent,ADVENTIST HEALTH REEDLEY,ADVENTIST HEALTH,ADVENTIST HEALTH REEDLEY,Fresno County,2020,layoff permanent,999101.0,reedley
10/09/2020,10/23/2020,10/14/2020,Adventist Health Hanford,Hanford,Kings County,3.0,Layoff Permanent,ADVENTIST HEALTH HANFORD,ADVENTIST HEALTH,ADVENTIST HEALTH HANFORD,Kings County,2020,layoff permanent,152940.0,hanford
10/09/2020,10/09/2020,10/14/2020,Kaiser Foundation Hospitals,San Jose,Santa Clara County,1.0,Layoff Type Unknown,KAISER FOUNDATION HOSPITALS,KAISER FOUNDATION,KAISER FOUNDATION HOSPITALS,Santa Clara County,2020,layoff type uncategorized,1927852.0,san jose
06/30/2020,06/30/2020,10/14/2020,Walmart,Sunnyvale,Santa Clara County,158.0,Layoff Permanent,WALMART,WALMART,WALMART,Santa Clara County,2020,layoff permanent,1927852.0,sunnyvale
10/06/2020,11/09/2020,10/14/2020,"ABM Aviation, Inc.",Los Angeles,Los Angeles County,67.0,Layoff Permanent,ABM AVIATION INC,ABM AVIATION,ABM AVIATION INC,Los Angeles County,2020,layoff permanent,10039107.0,los angeles
10/12/2020,12/16/2020,10/15/2020,"Lettuce Entertain You Enterprises, Inc.",Los Angeles,Los Angeles County,29.0,Layoff Permanent,LETTUCE ENTERTAIN YOU ENTERPRISES INC,LETTUCE ENTERTAIN YOU ENTERPRISES INC,LETTUCE ENTERTAIN YOU ENTERPRISES INC,Los Angeles County,2020,layoff permanent,10039107.0,los angeles
10/12/2020,12/16/2020,10/15/2020,"Lettuce Entertain You Enterprises, Inc.",Santa Monica,Los Angeles County,21.0,Layoff Permanent,LETTUCE ENTERTAIN YOU ENTERPRISES INC,LETTUCE ENTERTAIN YOU ENTERPRISES INC,LETTUCE ENTERTAIN YOU ENTERPRISES INC,Los Angeles County,2020,layoff permanent,10039107.0,santa monica
07/24/2020,04/20/2020,10/15/2020,Scripps Corporate Office Campus Point,San Diego,San Diego County,35.0,Layoff Temporary,SCRIPPS CORPORATE OFFICE CAMPUS POINT,SCRIPPS CORPORATE OFFICE CAMPUS POINT,SCRIPPS CORPORATE OFFICE CAMPUS POINT,San Diego County,2020,layoff temporary,3338330.0,san diego
08/21/2020,06/26/2020,10/15/2020,Scripps Health,La Jolla,San Diego County,2.0,Layoff Permanent,SCRIPPS HEALTH,SCRIPPS HEALTH,SCRIPPS HEALTH,San Diego County,2020,layoff permanent,3338330.0,la jolla
10/09/2020,10/09/2020,10/16/2020,"Hamrock, Inc.",Santa Fe Springs,Los Angeles County,80.0,Layoff Permanent,HAMROCK INC,HAMROCK INC,HAMROCK INC,Los Angeles County,2020,layoff permanent,10039107.0,santa fe springs
08/28/2020,10/02/2020,10/19/2020,Gate Gourmet,San Francisco,San Francisco County,157.0,Layoff Permanent,GATE GOURMET,GATE GOURMETS,GATE GOURMET,San Francisco County,2020,layoff permanent,881549.0,san francisco
08/28/2020,10/30/2020,10/19/2020,The Boeing Company,Seal Beach,Orange County,10.0,Layoff Permanent,THE BOEING COMPANY,BOEING,THE BOEING COMPANY,Orange County,2020,layoff permanent,3175692.0,seal beach
06/02/2020,06/02/2020,10/19/2020,DACA - De Anza Cupertino Aquatics,San Jose,Santa Clara County,100.0,Layoff Type Unknown,DACA  DE ANZA CUPERTINO AQUATICS,DACA  DE ANZA CUPERTINO AQUATICS,DACA  DE ANZA CUPERTINO AQUATICS,Santa Clara County,2020,layoff type uncategorized,1927852.0,san jose
10/02/2020,04/16/2020,10/20/2020,Transform CO,West Hills,Los Angeles County,131.0,Layoff Temporary,TRANSFORM CO,TRANSFORM CO,TRANSFORM CO,Los Angeles County,2020,layoff temporary,10039107.0,west hills
09/25/2020,11/13/2020,10/20/2020,Mariott Resorts Hospitality Corporation,San Diego,San Diego County,67.0,Layoff Permanent,MARRIOTT RESORTS HOSPITALITY CORPORATION,MARRIOTT,MARRIOTT RESORTS HOSPITALITY CORPORATION,San Diego County,2020,layoff permanent,3338330.0,san diego
10/02/2020,12/01/2020,10/20/2020,"Compass Group USA, Inc. DBA Chartwells at San Jose State University",San Jose,Santa Clara County,28.0,Layoff Permanent,COMPASS GROUP USA INC DBA CHARTWELLS AT SAN JOSE STATE UNIVERSITY,COMPASS GROUP USA INC,CHARTWELLS AT SAN JOSE STATE UNIVERSITY,Santa Clara County,2020,layoff permanent,1927852.0,san jose
09/28/2020,11/30/2020,10/20/2020,Levy Premium Foodservice Limited Paitnership,Oakland,Alameda County,220.0,Closure Permanent,LEVY PREMIUM FOODSERVICE LIMITED PAITNERSHIP,LEVY PREMIUM FOODSERVICE LP,LEVY PREMIUM FOODSERVICE LIMITED PAITNERSHIP,Alameda County,2020,closure permanent,1671329.0,oakland
09/28/2020,03/29/2020,10/20/2020,"SSA Group, LLC",Monterey,Monterey County,197.0,Layoff Temporary,SSA GROUP LLC,SSA GROUP LLC,SSA GROUP LLC,Monterey County,2020,layoff temporary,434061.0,monterey
08/11/2020,10/15/2020,10/20/2020,HMSHost,South San Francisco,San Mateo County,164.0,Layoff Temporary,HMSHOST,HMSHOST,HMSHOST,San Mateo County,2020,layoff temporary,766573.0,south san francisco
08/11/2020,10/15/2020,10/20/2020,HMSHost-San Jose International Airport,San Jose,Santa Clara County,196.0,Layoff Temporary,HMSHOSTSAN JOSE INTERNATIONAL AIRPORT,HMSHOST,HMSHOSTSAN JOSE INTERNATIONAL AIRPORT,Santa Clara County,2020,layoff temporary,1927852.0,san jose
09/01/2020,05/03/2020,10/20/2020,"Taste, Inc.",Sacramento,Sacramento County,8.0,Layoff Temporary,TASTE INC,TASTE INC,TASTE INC,Sacramento County,2020,layoff temporary,1552058.0,sacramento
09/30/2020,11/30/2020,10/20/2020,"Intercontinental Hotels Group Resources, LLC",San Diego,San Diego County,24.0,Layoff Permanent,INTERCONTINENTAL HOTELS GROUP RESOURCES LLC,INTERCONTINENTAL HOTELS GROUP RESOURCES LLC,INTERCONTINENTAL HOTELS GROUP RESOURCES LLC,San Diego County,2020,layoff permanent,3338330.0,san diego
08/14/2020,05/18/2020,10/21/2020,"BPR Properties Management, LLC dba BPR HOTELS",Berkeley,Alameda County,98.0,Layoff Permanent,BPR PROPERTIES MANAGEMENT LLC DBA BPR HOTELS,BPR PROPERTIES MANAGEMENT LLC,BPR HOTELS,Alameda County,2020,layoff permanent,1671329.0,berkeley
10/15/2020,12/01/2020,10/21/2020,"Red Bull North America, Inc. and Red Bull Media House North America, Inc.",Santa Monica,Los Angeles County,89.0,Layoff Permanent,RED BULL NORTH AMERICA INC AND RED BULL MEDIA HOUSE NORTH AMERICA INC,RED BULL NORTH AMERICA INC AND RED BULL MEDIA HOUSE NORTH AMERICA INC,RED BULL NORTH AMERICA INC AND RED BULL MEDIA HOUSE NORTH AMERICA INC,Los Angeles County,2020,layoff permanent,10039107.0,santa monica
10/14/2020,08/25/2020,10/21/2020,Hilton Checkers Los Angeles,Los Angeles,Los Angeles County,47.0,Layoff Permanent,HILTON CHECKERS LOS ANGELES,HILTON,HILTON CHECKERS LOS ANGELES,Los Angeles County,2020,layoff permanent,10039107.0,los angeles
08/12/2020,08/07/2020,10/21/2020,"Glossier, Inc.",Los Angeles,Los Angeles County,46.0,Closure Permanent,GLOSSIER INC,GLOSSIER INC,GLOSSIER INC,Los Angeles County,2020,closure permanent,10039107.0,los angeles
07/17/2020,07/17/2020,10/21/2020,"Centric Brands, Inc. dba Joe's Jeans Los Angeles Showroom",Los Angeles,Los Angeles County,1.0,Layoff Permanent,CENTRIC BRANDS INC DBA JOES JEANS LOS ANGELES SHOWROOM,CENTRIC BRANDS INC,JOES JEANS LOS ANGELES SHOWROOM,Los Angeles County,2020,layoff permanent,10039107.0,los angeles
08/17/2020,08/31/2020,10/21/2020,Centric Brands Inc.,Los Angeles,Los Angeles County,43.0,Layoff Permanent,CENTRIC BRANDS INC,CENTRIC BRANDS INC,CENTRIC BRANDS INC,Los Angeles County,2020,layoff permanent,10039107.0,los angeles
10/19/2020,12/18/2020,10/21/2020,"Purple Communications, Inc.",Rocklin,Placer County,42.0,Closure Permanent,PURPLE COMMUNICATIONS INC,PURPLE COMMUNICATIONS INC,PURPLE COMMUNICATIONS INC,Placer County,2020,closure permanent,398329.0,rocklin
08/06/2020,11/09/2020,10/21/2020,"Communication Test Design, Inc.",Lincoln,Placer County,70.0,Closure Permanent,COMMUNICATION TEST DESIGN INC,COMMUNICATIONS TEST DESIGN INC,COMMUNICATION TEST DESIGN INC,Placer County,2020,closure permanent,398329.0,lincoln
10/13/2020,12/15/2020,10/21/2020,"Channel Control Merchants, LLC",Fontana,San Bernardino County,55.0,Closure Permanent,CHANNEL CONTROL MERCHANTS LLC,CHANNEL CONTROL MERCHANTS LLC,CHANNEL CONTROL MERCHANTS LLC,San Bernardino County,2020,closure permanent,2180085.0,fontana
08/10/2020,08/01/2020,10/21/2020,LEGOLAND California LLC dba LEGOLAND California Resort,Carlsbad,San Diego County,113.0,Layoff Permanent,LEGOLAND CALIFORNIA LLC DBA LEGOLAND CALIFORNIA RESORT,LEGOLAND CALIFORNIA LLC,LEGOLAND CALIFORNIA RESORT,San Diego County,2020,layoff permanent,3338330.0,carlsbad
08/17/2020,09/25/2020,10/21/2020,Portola/Alexion,South San Francisco,San Mateo County,150.0,Layoff Permanent,PORTOLAALEXION,PORTOLAALEXION,PORTOLAALEXION,San Mateo County,2020,layoff permanent,766573.0,south san francisco
09/11/2020,11/10/2020,10/21/2020,The Clift Royal Sonesta Hotel,San Francisco,San Francisco County,228.0,Layoff Temporary,THE CLIFT ROYAL SONESTA HOTEL,THE CLIFT ROYAL SONESTA HOTEL,THE CLIFT ROYAL SONESTA HOTEL,San Francisco County,2020,layoff temporary,881549.0,san francisco
10/16/2020,03/14/2020,10/21/2020,Fanatics,San Francisco,San Francisco County,97.0,Layoff Temporary,FANATICS,FANATICS,FANATICS,San Francisco County,2020,layoff temporary,881549.0,san francisco
07/21/2020,07/21/2020,10/21/2020,Crestline Hotels & Resorts-Marriott Fisherman's Wharf,San Francisco,San Francisco County,6.0,Layoff Permanent,CRESTLINE HOTELS  RESORTSMARRIOTT FISHERMANS WHARF,CRESTLINE HOTELS  RESORTS,CRESTLINE HOTELS  RESORTSMARRIOTT FISHERMANS WHARF,San Francisco County,2020,layoff permanent,881549.0,san francisco
09/01/2020,08/28/2020,10/21/2020,"Spicers Paper, Inc.",Santa Fe Springs,Los Angeles County,7.0,Layoff Permanent,SPICERS PAPER INC,SPICERS PAPER INC,SPICERS PAPER INC,Los Angeles County,2020,layoff permanent,10039107.0,santa fe springs
07/15/2020,07/02/2020,10/21/2020,"Lawry's Restaurants, Inc.",Beverly Hills,Los Angeles County,87.0,Layoff Temporary,LAWRYS RESTAURANTS INC,LAWRYS RESTAURANTS INC,LAWRYS RESTAURANTS INC,Los Angeles County,2020,layoff temporary,10039107.0,beverly hills
10/13/2020,10/30/2020,10/21/2020,Sheraton Operating Corporation DBA The Westin South Coast Plaza,Costa Mesa,Orange County,50.0,Layoff Permanent,SHERATON OPERATING CORPORATION DBA THE WESTIN SOUTH COAST PLAZA,SHERATON,THE WESTIN SOUTH COAST PLAZA,Orange County,2020,layoff permanent,3175692.0,costa mesa
10/15/2020,03/20/2020,10/21/2020,DT Employer LLC,Ontario,San Bernardino County,168.0,Layoff Temporary,DT EMPLOYER LLC,DT EMPLOYER LLC,DT EMPLOYER LLC,San Bernardino County,2020,layoff temporary,2180085.0,ontario
10/15/2020,10/29/2020,10/21/2020,DT Employer LLC,Ontario,San Bernardino County,39.0,Layoff Permanent,DT EMPLOYER LLC,DT EMPLOYER LLC,DT EMPLOYER LLC,San Bernardino County,2020,layoff permanent,2180085.0,ontario
10/15/2020,02/22/2021,10/22/2020,"Martiz Holdings, Inc.",Torrance,Los Angeles County,2.0,Layoff Permanent,MARITZ HOLDINGS INC,MARITZ HOLDINGS INC,MARITZ HOLDINGS INC,Los Angeles County,2020,layoff permanent,10039107.0,torrance
10/16/2020,10/16/2020,10/22/2020,Sodexo Inc,Los Angeles,Los Angeles County,206.0,Layoff Temporary,SODEXO INC,SODEXO,SODEXO INC,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
08/27/2020,10/30/2020,10/22/2020,"Marriott Hotel Services, Inc., DBA Torrance Marriott Redondo Beach",Torrance,Los Angeles County,67.0,Layoff Permanent,MARRIOTT HOTEL SERVICES INC DBA TORRANCE MARRIOTT REDONDO BEACH,MARRIOTT,TORRANCE MARRIOTT REDONDO BEACH,Los Angeles County,2020,layoff permanent,10039107.0,torrance
07/23/2020,06/15/2020,10/22/2020,"Hillphoenix dba Anthony, Inc.",Sylmar,Los Angeles County,404.0,Layoff Temporary,HILLPHOENIX DBA ANTHONY INC,HILLPHOENIX,ANTHONY INC,Los Angeles County,2020,layoff temporary,10039107.0,sylmar
07/24/2020,09/11/2020,10/22/2020,Green Dot Corp,Pasadena,Los Angeles County,56.0,Layoff Permanent,GREEN DOT CORP,GREEN DOT CORP,GREEN DOT CORP,Los Angeles County,2020,layoff permanent,10039107.0,pasadena
08/28/2020,10/30/2020,10/22/2020,"Marriott Hotel Services, Inc.",Monterey,Monterey County,48.0,Layoff Permanent,MARRIOTT HOTEL SERVICES INC,MARRIOTT,MARRIOTT HOTEL SERVICES INC,Monterey County,2020,layoff permanent,434061.0,monterey
10/15/2020,10/26/2020,10/22/2020,TGI Friday's Inc,Westminster,Orange County,44.0,Closure Permanent,TGI FRIDAYS,TGI FRIDAYS,TGI FRIDAYS,Orange County,2020,closure permanent,3175692.0,westminster
08/03/2020,10/10/2020,10/22/2020,"Communications Test Design, Inc.",Lincoln,Placer County,49.0,Closure Permanent,COMMUNICATIONS TEST DESIGN INC,COMMUNICATIONS TEST DESIGN INC,COMMUNICATIONS TEST DESIGN INC,Placer County,2020,closure permanent,398329.0,lincoln
08/27/2020,10/30/2020,10/22/2020,Renaissance Hotel Operating Co. DBA Renaissance Esmeralda Resort and Spa,Indian Wells,Riverside County,186.0,Layoff Permanent,RENAISSANCE HOTEL OPERATING CO DBA RENAISSANCE ESMERALDA RESORT AND SPA,RENAISSANCE HOTEL,RENAISSANCE ESMERALDA RESORT AND SPA,Riverside County,2020,layoff permanent,2470546.0,indian wells
08/27/2020,10/30/2020,10/22/2020,"Ritz-Carlton Hotel Company LLC DBA  Ritz-Carlton, Rancho Mirage",Rancho Mirage,Riverside County,69.0,Layoff Permanent,RITZCARLTON HOTEL COMPANY LLC DBA  RITZCARLTON RANCHO MIRAGE,THE RITZCARLTON HOTEL,RITZCARLTON RANCHO MIRAGE,Riverside County,2020,layoff permanent,2470546.0,rancho mirage
09/18/2020,03/18/2020,10/22/2020,Hotel Nia,Menlo Park,San Mateo County,132.0,Layoff Permanent,HOTEL NIA,HOTEL NIA,HOTEL NIA,San Mateo County,2020,layoff permanent,766573.0,menlo park
08/31/2020,10/30/2020,10/22/2020,Safran Seats,Santa Maria,Santa Barbara County,12.0,Layoff Permanent,SAFRAN SEATS,SAFRAN LLC,SAFRAN SEATS,Santa Barbara County,2020,layoff permanent,446499.0,santa maria
08/31/2020,08/20/2020,10/22/2020,Bon Appetit,Sunnyvale,Santa Clara County,329.0,Layoff Permanent,BON APPETIT,BON APPETIT,BON APPETIT,Santa Clara County,2020,layoff permanent,1927852.0,sunnyvale
10/13/2020,12/12/2020,10/22/2020,VillaSport Club & Spa,San Jose,Santa Clara County,134.0,Layoff Permanent,VILLASPORT CLUB  SPA,VILLASPORT CLUB  SPA,VILLASPORT CLUB  SPA,Santa Clara County,2020,layoff permanent,1927852.0,san jose
10/16/2020,12/21/2020,10/22/2020,Jabil Inc,San Jose,Santa Clara County,178.0,Closure Temporary,JABIL INC,JABIL INC,JABIL INC,Santa Clara County,2020,closure temporary,1927852.0,san jose
10/19/2020,12/18/2020,10/22/2020,Budget 8 LTD dba E-Z 8 Motel,San Jose,Santa Clara County,12.0,Closure Permanent,BUDGET 8 LTD DBA EZ 8 MOTEL,BUDGET 8 LTD,EZ 8 MOTEL,Santa Clara County,2020,closure permanent,1927852.0,san jose
10/16/2020,10/16/2020,10/22/2020,"Sodexo, Inc.",Simi Valley,Ventura County,80.0,Layoff Temporary,SODEXO INC,SODEXO,SODEXO INC,Ventura County,2020,layoff temporary,846006.0,simi valley
09/25/2020,11/27/2020,10/23/2020,Los Angeles Philharmonic Association,Los Angeles,Los Angeles County,38.0,Layoff Permanent,LOS ANGELES PHILHARMONIC ASSOCIATION,LOS ANGELES PHILHARMONIC ASSOCIATION,LOS ANGELES PHILHARMONIC ASSOCIATION,Los Angeles County,2020,layoff permanent,10039107.0,los angeles
08/03/2020,07/31/2020,10/23/2020,"Galpin Motors, Inc.",North Hills,Los Angeles County,47.0,Layoff Permanent,GALPIN MOTORS INC,GALPIN MOTORS INC,GALPIN MOTORS INC,Los Angeles County,2020,layoff permanent,10039107.0,north hills
08/03/2020,08/04/2020,10/23/2020,"Galpin Motors, Inc.",Mission Hills,Los Angeles County,4.0,Layoff Permanent,GALPIN MOTORS INC,GALPIN MOTORS INC,GALPIN MOTORS INC,Los Angeles County,2020,layoff permanent,10039107.0,mission hills
08/19/2020,06/05/2020,10/23/2020,Rosa Mexicano,San Francisco,San Francisco County,76.0,Closure Permanent,ROSA MEXICANO,ROSA MEXICANO,ROSA MEXICANO,San Francisco County,2020,closure permanent,881549.0,san francisco
08/28/2020,09/01/2020,10/23/2020,Stanford University,Stanford,Santa Clara County,34.0,Layoff Temporary,STANFORD UNIVERSITY,STANFORD UNIVERSITY,STANFORD UNIVERSITY,Santa Clara County,2020,layoff temporary,1927852.0,stanford
08/28/2020,09/01/2020,10/23/2020,Stanford University,Stanford,Santa Clara County,230.0,Layoff Permanent,STANFORD UNIVERSITY,STANFORD UNIVERSITY,STANFORD UNIVERSITY,Santa Clara County,2020,layoff permanent,1927852.0,stanford
08/20/2020,08/04/2020,10/23/2020,"Precision Founders, Inc. dba PCC Structurals",Hayward,Alameda County,15.0,Layoff Temporary,PRECISION FOUNDERS INC DBA PCC STRUCTURALS,PRECISION FOUNDERS INC,PCC STRUCTURALS,Alameda County,2020,layoff temporary,1671329.0,hayward
08/20/2020,08/31/2020,10/23/2020,San Francisco Symphony,San Francisco,San Francisco County,4.0,Layoff Permanent,SAN FRANCISCO SYMPHONY,SAN FRANCISCO SYMPHONY,SAN FRANCISCO SYMPHONY,San Francisco County,2020,layoff permanent,881549.0,san francisco
08/20/2020,08/31/2020,10/23/2020,San Francisco Symphony,San Francisco,San Francisco County,8.0,Layoff Temporary,SAN FRANCISCO SYMPHONY,SAN FRANCISCO SYMPHONY,SAN FRANCISCO SYMPHONY,San Francisco County,2020,layoff temporary,881549.0,san francisco
10/22/2020,11/01/2020,10/26/2020,"Gatan, Inc",Pleasanton,Alameda County,105.0,Layoff Temporary,GATAN INC,GATAN INC,GATAN INC,Alameda County,2020,layoff temporary,1671329.0,pleasanton
09/28/2020,07/26/2020,10/26/2020,Company 3 Method Inc. fka Deluxe Creative Services Inc.,Los Angeles,Los Angeles County,9.0,Layoff Temporary,COMPANY 3 METHOD INC FKA DELUXE CREATIVE SERVICES INC,COMPANY 3 METHOD INC FKA DELUXE CREATIVE SERVICES INC,COMPANY 3 METHOD INC FKA DELUXE CREATIVE SERVICES INC,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
09/24/2020,07/12/2020,10/26/2020,Company 3 Method Inc. fka Deluxe Creative Services Inc.,Los Angeles,Los Angeles County,68.0,Layoff Temporary,COMPANY 3 METHOD INC FKA DELUXE CREATIVE SERVICES INC,COMPANY 3 METHOD INC FKA DELUXE CREATIVE SERVICES INC,COMPANY 3 METHOD INC FKA DELUXE CREATIVE SERVICES INC,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
09/24/2020,07/12/2020,10/26/2020,Company 3 Method Inc. fka Deluxe Creative Services Inc.,Santa Monica,Los Angeles County,34.0,Layoff Temporary,COMPANY 3 METHOD INC FKA DELUXE CREATIVE SERVICES INC,COMPANY 3 METHOD INC FKA DELUXE CREATIVE SERVICES INC,COMPANY 3 METHOD INC FKA DELUXE CREATIVE SERVICES INC,Los Angeles County,2020,layoff temporary,10039107.0,santa monica
